time,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
16830,0.06,-1.51,-0.10,0.08,-0.03,-0.08
16844,0.11,-1.18,-0.27,0.37,0.02,-0.11
16858,0.47,0.40,-0.78,0.89,0.08,-0.06
16872,1.30,0.31,-0.82,0.93,0.16,-0.01
16887,1.53,0.17,-1.19,0.87,0.23,0.07
16901,1.55,1.58,-1.93,1.18,0.31,0.13
16915,1.47,1.96,-2.08,1.30,0.34,0.10
16931,0.95,2.17,-1.83,1.51,0.44,-0.06
16945,0.52,1.85,-1.60,1.56,0.46,-0.20
16959,0.46,1.05,-1.43,1.60,0.43,-0.33
16973,0.23,0.04,-1.29,1.65,0.42,-0.35
16989,-0.11,-0.76,-1.04,1.83,0.39,-0.36
17003,-0.22,-1.00,-0.62,1.91,0.37,-0.31
17019,0.04,-2.08,0.29,2.01,0.36,-0.06
17033,0.26,-2.24,0.31,2.00,0.39,0.05
17047,0.57,-1.51,0.22,1.98,0.45,0.12
17061,0.96,0.05,-0.08,1.94,0.52,0.19
17075,1.14,0.62,-0.19,1.83,0.59,0.18
17091,1.00,0.65,0.30,1.36,0.77,0.13
17105,0.72,0.34,0.78,1.05,0.86,0.18
17121,0.54,0.90,0.05,0.71,0.86,0.51
17135,0.65,1.21,-0.50,0.63,0.90,0.70
17149,1.05,2.89,-2.48,0.72,0.89,0.75
17163,1.05,3.70,-2.15,0.84,0.80,0.63
17178,1.25,4.37,-1.93,0.85,0.76,0.59
17193,1.09,4.11,-1.90,0.01,0.73,0.32
17207,0.77,3.72,-1.63,-0.41,0.78,0.13
17223,-0.24,1.19,-0.44,-0.91,0.77,0.03
17237,-0.22,0.35,-0.38,-0.80,0.67,0.09
17251,0.61,0.60,-1.94,-0.27,0.39,0.19
17265,0.97,1.29,-2.70,0.04,0.23,0.18
17281,1.14,1.91,-2.32,0.31,0.15,0.01
17295,0.90,1.30,-1.62,0.22,0.21,-0.09
17309,0.41,0.45,-0.79,0.12,0.26,-0.21
17324,0.18,0.31,-0.63,0.01,0.22,-0.37
17339,0.22,0.39,-0.83,0.05,0.15,-0.37
17353,-0.05,-0.22,-1.75,0.14,0.10,-0.31
17367,-0.27,-0.21,-1.66,0.17,0.09,-0.27
17383,-0.35,0.39,-1.33,0.17,-0.03,-0.12
17397,-0.31,0.47,-0.97,0.10,-0.05,-0.07
17411,-0.28,0.40,-0.92,-0.05,-0.03,-0.07
17425,-0.25,0.11,-0.76,-0.11,-0.01,-0.07
17440,-0.25,0.08,-0.90,-0.18,0.00,-0.07
17454,-0.31,0.35,-1.19,-0.13,-0.03,-0.06
17468,-0.25,0.47,-0.93,-0.12,-0.06,-0.03
17484,-0.22,0.48,-0.61,-0.19,-0.09,0.02
17498,-0.34,0.16,-0.19,-0.28,-0.10,0.03
17512,-0.43,-0.35,0.00,-0.43,-0.07,-0.02
17526,-0.47,-0.49,0.18,-0.48,-0.01,-0.08
17542,-0.58,-1.13,-0.24,-0.55,0.11,-0.21
17556,-0.72,-1.25,-0.39,-0.58,0.20,-0.29
17572,-0.89,-1.04,-0.61,-0.56,0.29,-0.33
17586,-0.80,-0.96,-0.52,-0.54,0.31,-0.33
17600,-0.74,-1.06,-0.55,-0.54,0.34,-0.38
17614,-0.57,-2.12,0.02,-0.60,0.44,-0.54
17628,-0.43,-2.59,0.09,-0.57,0.47,-0.60
17645,-0.08,-3.09,-0.21,-0.27,0.52,-0.68
17659,0.02,-2.81,-0.74,-0.06,0.52,-0.72
17675,-0.30,-1.82,-1.06,0.33,0.49,-0.82
17689,-0.35,-1.60,-1.23,0.39,0.43,-0.86
17703,0.43,-1.13,-0.21,0.29,0.24,-0.76
17717,1.06,-0.82,-0.06,0.30,0.06,-0.67
17733,1.98,0.12,-0.06,0.37,-0.01,-0.66
17747,2.18,0.82,-0.67,0.37,0.09,-0.71
17761,1.98,1.44,-1.66,0.36,0.22,-0.77
17776,1.56,1.68,-2.67,0.39,0.32,-0.85
17791,1.41,1.78,-2.58,0.34,0.29,-0.83
17805,1.60,1.88,-1.70,0.31,-0.07,-0.64
17819,1.95,1.59,-1.01,0.31,-0.25,-0.53
17835,1.45,0.59,-0.22,0.27,-0.43,-0.48
17849,0.39,-0.30,1.14,0.28,-0.49,-0.48
17863,0.56,0.37,3.66,0.36,-0.65,-0.42
17877,1.51,1.17,3.44,0.82,-1.21,-0.17
17892,2.77,2.45,2.52,0.91,-1.27,-0.22
17906,2.38,2.48,1.74,0.26,-0.71,-0.72
17920,1.07,0.58,0.91,-0.25,-0.40,-0.86
17936,0.28,-1.25,1.42,-0.80,-0.28,-0.74
17950,0.31,-1.59,2.24,-0.76,-0.47,-0.58
17964,2.46,0.41,2.90,-0.24,-0.82,-0.39
17978,2.88,1.23,2.36,-0.10,-0.65,-0.52
17994,1.22,0.83,1.39,-0.26,-0.25,-0.80
18008,0.54,-0.24,1.24,-0.95,0.46,-1.29
18024,-0.24,-3.72,0.75,-1.28,0.61,-1.32
18038,-0.28,-4.28,0.87,-1.22,0.55,-1.24
18052,-0.26,-4.49,1.10,-0.97,0.42,-1.16
18066,-0.25,-3.91,2.01,-0.45,0.28,-1.06
18080,-0.26,-3.70,2.18,-0.27,0.27,-1.06
18101,0.03,-2.61,2.86,-0.07,0.32,-1.11
18115,0.37,-2.12,2.73,-0.02,0.42,-1.19
18129,0.32,-1.85,2.26,-0.11,0.56,-1.25
18145,0.06,-2.06,1.91,-0.40,0.82,-1.30
18159,-0.25,-2.46,1.60,-0.51,0.92,-1.29
18175,-0.57,-2.90,1.35,-0.64,1.10,-1.27
18189,-0.76,-3.15,1.28,-0.67,1.16,-1.24
18203,-1.05,-3.29,1.26,-0.63,1.20,-1.21
18217,-1.04,-3.00,1.15,-0.35,1.19,-1.11
18231,-0.94,-2.24,1.20,-0.18,1.20,-1.07
18247,-0.98,-1.74,1.28,0.11,1.25,-1.03
18261,-1.06,-1.67,1.40,0.21,1.32,-1.02
18277,-1.04,-1.35,1.00,0.35,1.41,-0.99
18291,-1.04,-1.17,0.78,0.42,1.44,-0.95
18305,-1.15,-0.47,0.32,0.47,1.47,-0.90
18319,-1.23,-0.19,0.47,0.53,1.46,-0.78
18334,-1.06,0.11,0.61,0.54,1.41,-0.72
18349,-1.00,0.19,0.83,0.54,1.28,-0.66
18363,-0.88,0.21,0.79,0.55,1.21,-0.64
18378,-0.81,0.63,0.87,0.55,1.07,-0.57
18392,-0.83,0.90,1.01,0.57,0.99,-0.54
18406,-0.54,1.07,1.28,0.53,0.82,-0.49
18420,-0.42,0.98,1.37,0.43,0.76,-0.47
18436,-0.44,0.49,1.35,0.26,0.72,-0.44
18450,-0.49,0.35,1.23,0.16,0.71,-0.40
18464,-0.66,0.39,1.16,0.08,0.71,-0.34
18479,-0.61,0.49,0.90,0.02,0.57,-0.24
18493,-0.62,0.45,0.92,-0.05,0.49,-0.19
18507,-1.16,-0.23,1.04,-0.23,0.36,-0.13
18521,-1.46,-0.68,1.04,-0.33,0.33,-0.08
18537,-2.07,-1.43,0.78,-0.30,0.25,0.08
18551,-2.51,-1.23,0.37,-0.09,0.15,0.17
18565,-2.49,-0.43,-0.26,0.21,-0.01,0.28
18580,-2.15,0.55,-0.49,0.72,-0.33,0.56
18595,-1.89,0.80,-0.55,0.82,-0.49,0.68
18609,-1.59,0.82,-0.41,0.63,-0.62,0.80
18623,-1.85,0.28,-0.38,0.38,-0.58,0.80
18639,-2.52,-0.10,-0.39,-0.14,-0.49,0.92
18653,-3.02,0.11,-0.72,-0.25,-0.51,1.01
18667,-3.26,0.83,-1.39,-0.30,-0.54,1.09
18681,-3.35,1.13,-1.69,-0.37,-0.59,1.23
18696,-3.54,1.17,-1.83,-0.43,-0.58,1.27
18710,-3.78,0.64,-1.54,-0.60,-0.58,1.24
18724,-3.94,-0.67,-1.05,-0.71,-0.56,1.20
18740,-4.14,-1.82,-0.36,-0.73,-0.53,1.16
18754,-4.09,-1.97,-0.35,-0.41,-0.61,1.15
18768,-2.97,-0.20,-0.86,0.16,-0.80,1.07
18783,-2.51,0.68,-0.92,0.31,-0.87,0.99
18799,-1.65,1.61,-0.40,0.11,-0.71,0.78
18813,-1.74,1.27,-0.08,-0.06,-0.60,0.66
18829,-2.40,-0.16,0.61,-0.14,-0.45,0.49
18843,-2.59,-0.38,0.69,-0.03,-0.46,0.45
18857,-2.65,-0.37,0.84,0.16,-0.52,0.44
18871,-2.34,0.19,0.25,0.45,-0.55,0.42
18885,-2.31,0.62,0.13,0.51,-0.55,0.40
18902,-2.37,1.15,0.06,0.51,-0.54,0.44
18916,-2.30,1.13,0.19,0.46,-0.54,0.47
18931,-2.08,0.97,0.29,0.41,-0.55,0.52
18945,-2.06,1.00,0.32,0.41,-0.55,0.57
18959,-2.15,0.79,0.57,0.36,-0.53,0.71
18973,-2.22,0.69,0.59,0.31,-0.51,0.76
18989,-2.22,0.57,0.68,0.24,-0.48,0.84
19003,-2.06,0.36,0.73,0.20,-0.47,0.87
19017,-1.98,0.03,0.47,0.15,-0.44,0.90
19032,-1.97,-0.29,0.57,0.07,-0.38,0.95
19046,-1.93,-0.46,0.67,0.09,-0.39,0.96
19060,-1.74,-0.77,0.79,0.13,-0.37,0.96
19074,-1.59,-1.16,1.17,0.16,-0.33,0.94
19090,-1.50,-1.32,1.27,0.22,-0.22,0.90
19104,-1.41,-1.40,1.34,0.28,-0.14,0.84
19118,-1.54,-1.21,1.27,0.32,-0.07,0.76
19133,-1.59,-1.04,1.27,0.25,0.08,0.64
19148,-1.56,-1.03,1.25,0.22,0.13,0.60
19162,-1.50,-0.99,1.08,0.17,0.27,0.49
19176,-1.50,-0.64,0.85,0.19,0.33,0.44
19192,-1.50,-0.10,1.15,0.24,0.40,0.35
19206,-1.36,0.17,1.06,0.22,0.40,0.31
19220,-0.87,0.40,0.86,0.04,0.49,0.14
19234,-0.72,0.41,0.79,-0.04,0.50,0.01
19249,-0.33,0.42,0.91,-0.11,0.48,-0.12
19264,0.18,0.10,1.06,-0.32,0.42,-0.35
19278,0.47,-0.37,0.99,-0.47,0.41,-0.44
19293,0.84,-2.19,0.81,-0.51,0.38,-0.58
19307,0.91,-2.49,0.98,-0.30,0.29,-0.59
19321,1.47,-1.99,1.25,0.20,0.07,-0.43
19335,1.76,-1.25,1.29,0.40,-0.03,-0.32
19351,2.35,0.91,1.30,0.55,-0.09,-0.23
19365,2.43,1.12,1.28,0.42,-0.00,-0.20
19380,2.40,0.56,0.94,0.25,0.07,-0.24
19394,2.38,0.19,0.67,-0.06,0.17,-0.22
19408,2.32,-0.12,0.51,-0.12,0.18,-0.13
19422,2.08,-0.15,0.62,-0.05,0.11,0.03
19436,2.01,0.02,0.88,0.00,0.08,0.08
19452,1.78,0.15,1.04,-0.01,0.05,0.10
19466,1.61,0.03,1.09,-0.04,0.03,0.08
19481,1.27,-0.23,1.39,-0.08,0.04,0.06
19495,1.13,-0.47,1.19,-0.26,0.03,0.01
19509,1.11,-0.48,1.21,-0.30,0.01,-0.03
19523,1.51,-0.06,0.95,-0.30,-0.04,-0.04
19537,1.63,0.11,0.68,-0.29,-0.04,-0.03
19553,1.53,0.65,0.45,-0.31,-0.03,-0.02
19567,1.14,0.44,0.39,-0.35,-0.03,-0.01
19583,0.69,0.08,0.74,-0.42,-0.08,-0.09
19597,0.61,-0.16,1.10,-0.43,-0.13,-0.13
19611,1.07,-0.16,0.80,-0.41,-0.18,-0.16
19625,1.31,0.17,0.77,-0.28,-0.23,-0.30
19639,1.77,0.86,0.64,-0.23,-0.24,-0.36
19655,2.07,1.32,0.14,-0.23,-0.16,-0.51
19669,1.95,1.85,-0.65,-0.30,-0.07,-0.61
19685,1.97,2.05,-1.03,-0.55,0.02,-0.71
19699,2.24,1.99,-1.74,-0.63,0.03,-0.73
19713,3.09,2.35,-2.03,-0.47,-0.02,-0.78
19727,3.35,2.17,-2.10,-0.46,-0.01,-0.72
19744,2.37,0.40,-1.41,-0.44,0.19,-0.73
19758,1.82,0.21,-1.21,-0.22,0.20,-0.81
19772,0.79,0.96,-0.82,-0.03,0.15,-0.89
19786,0.76,1.32,-0.89,-0.18,0.07,-1.01
19801,0.70,1.38,-1.25,-0.38,0.07,-1.04
19815,0.34,0.34,-1.01,-0.75,0.08,-1.01
19829,0.33,-0.03,-1.13,-0.80,0.01,-0.96
19845,0.14,-0.16,-0.14,-0.81,-0.09,-0.82
19859,0.28,-0.25,-0.24,-0.84,-0.14,-0.80
19873,0.40,-0.64,-0.76,-0.97,-0.09,-0.84
19887,0.31,-0.93,-0.73,-1.13,0.03,-1.04
19902,0.26,-1.33,-0.76,-1.12,0.05,-1.08
19916,0.04,-2.15,-1.15,-0.77,0.05,-1.07
19930,-0.02,-1.93,-1.22,-0.54,0.02,-1.05
19946,0.20,-0.76,-1.77,-0.23,-0.07,-0.90
19960,0.40,-0.36,-1.94,-0.15,-0.06,-0.83
19974,1.13,0.23,-1.84,-0.04,-0.12,-0.82
19988,1.36,0.18,-1.70,-0.05,-0.13,-0.84
20004,1.71,-0.48,-1.85,-0.22,-0.05,-0.79
20018,1.47,-0.98,-1.69,-0.16,-0.01,-0.77
20033,1.31,-0.29,-1.15,-0.00,-0.03,-0.74
20048,1.38,0.24,-0.72,0.14,-0.13,-0.50
20062,1.33,0.23,-0.55,0.12,-0.08,-0.43
20076,1.09,-0.14,-0.49,0.15,0.02,-0.42
20090,0.76,-0.65,-0.71,0.27,0.03,-0.37
20111,0.36,-0.41,-0.49,0.56,0.02,-0.23
20125,-0.21,1.91,-1.55,0.60,0.00,-0.19
20139,-0.55,2.92,-1.83,0.52,0.04,-0.16
20155,1.47,-3.63,-2.00,0.54,0.13,0.07
20169,-0.08,2.00,-1.73,-0.66,0.31,0.15
20185,-1.18,-0.14,-1.17,0.04,0.33,-0.33
20199,-1.47,0.07,-0.60,0.04,0.20,-0.30
20213,-1.53,-0.16,-0.26,0.34,0.06,-0.42
20227,-1.32,-0.58,0.11,0.30,-0.12,-0.63
20241,-1.24,-0.04,0.27,0.17,-0.07,-0.51
20257,-0.16,0.43,1.30,-0.01,-0.09,0.17
20271,0.56,0.75,1.20,0.06,-0.13,0.29
20287,1.08,0.65,0.86,0.25,0.05,0.10
20301,0.55,0.55,0.03,0.27,0.15,-0.01
20315,-0.04,0.39,-0.29,0.22,0.24,-0.02
20329,-0.22,-0.28,-0.32,0.10,0.28,0.08
20344,-0.48,-0.47,0.01,0.07,0.25,0.14
20359,-0.52,-0.57,0.20,-0.05,0.21,0.19
20373,-0.57,-0.81,0.53,-0.14,0.23,0.19
20388,-0.72,-0.52,0.39,-0.11,0.25,0.19
20403,-0.27,0.10,0.66,0.01,0.21,0.22
20417,0.07,0.84,0.28,0.15,0.13,0.38
20431,0.40,0.80,0.19,0.22,0.09,0.40
20447,0.29,0.02,-0.13,0.23,-0.00,0.14
20461,-0.03,-0.30,-0.16,0.19,-0.00,-0.05
20475,-0.48,-0.36,-0.24,0.11,-0.01,-0.15
20490,-0.27,-0.19,-0.12,0.07,-0.03,-0.02
20505,0.09,0.01,0.01,0.06,-0.07,0.12
20519,0.77,0.23,0.04,0.02,-0.06,0.11
20533,0.57,0.38,0.54,0.08,-0.01,-0.02
20549,0.33,0.11,-0.17,-0.08,-0.06,-0.16
20563,0.20,0.17,-0.29,-0.00,-0.05,-0.17
20577,0.55,0.41,-0.36,0.06,-0.08,0.01
20591,0.67,0.19,-0.35,0.09,-0.09,0.05
20607,0.23,-0.26,-0.22,0.14,-0.08,-0.01
20621,-0.10,-0.57,-0.16,0.01,-0.01,-0.17
20636,-0.48,-0.22,-0.03,0.03,0.02,-0.20
20650,-0.32,0.20,0.31,0.10,-0.05,-0.04
20664,0.09,0.20,0.24,0.21,-0.08,0.05
20678,0.14,0.18,0.16,0.22,-0.06,0.07
20692,0.15,0.64,0.90,0.22,-0.02,0.01
20708,-0.21,-0.10,0.33,0.01,0.02,0.07
20722,0.12,0.46,0.20,0.17,0.04,0.08
20736,0.52,0.37,0.03,0.10,-0.01,0.21
20751,0.08,0.37,0.26,0.16,0.02,0.19
20766,-0.11,0.11,-0.37,0.15,0.02,0.12
20780,-0.11,0.34,-0.29,0.21,0.06,0.14
20794,-0.07,0.08,-0.40,0.25,0.04,0.15
20810,-0.13,-0.28,-0.31,0.28,0.03,0.02
20824,-0.52,-0.34,-0.02,0.25,0.02,-0.06
20840,-0.41,-0.56,0.43,0.18,-0.01,-0.10
20854,-0.20,-0.16,0.51,0.14,0.00,-0.09
20868,0.17,0.12,0.34,0.09,0.00,-0.02
20883,0.28,0.47,0.17,0.14,-0.00,0.02
20899,0.51,0.27,-0.21,0.12,-0.02,0.10
20913,0.34,0.27,-0.10,0.11,-0.03,0.12
20927,0.34,0.06,0.50,0.04,-0.04,0.16
20942,0.35,0.26,0.50,-0.08,-0.04,0.24
20957,0.44,0.33,0.50,-0.07,-0.01,0.31
20971,0.61,0.23,0.18,0.05,0.06,0.31
20985,0.37,0.07,0.03,0.06,0.12,0.23
21001,-0.20,-0.37,-0.16,-0.03,0.22,0.07
21015,-0.28,-0.30,-0.21,-0.05,0.23,0.04
21029,0.34,0.46,0.08,-0.11,0.22,0.13
21043,0.43,0.45,0.34,-0.09,0.22,0.18
21058,0.31,0.47,-0.09,-0.02,0.24,0.15
21072,-0.40,0.27,-0.63,0.13,0.22,-0.17
21086,-0.36,-0.26,-0.77,0.09,0.22,-0.27
21102,-0.66,-0.47,-0.52,0.08,0.17,-0.31
21116,-0.68,-0.63,-0.06,0.05,0.15,-0.26
21130,0.11,0.06,0.89,-0.14,0.09,-0.09
21144,0.35,0.22,0.94,-0.22,0.09,0.04
21160,0.41,0.20,0.69,-0.15,0.07,0.11
21174,0.25,0.24,0.01,0.16,0.02,0.10
21189,0.19,0.15,-0.36,0.27,0.03,0.09
21203,0.23,-0.02,-0.60,0.20,0.06,0.03
21217,0.18,-0.52,-0.02,-0.04,0.02,-0.05
21231,0.00,-0.13,0.36,-0.13,0.07,-0.06
21245,0.33,0.13,0.90,-0.19,0.08,-0.03
21261,0.40,0.18,0.89,-0.13,0.09,0.03
21275,0.17,0.21,0.52,-0.08,0.10,0.01
21290,0.10,0.40,-0.11,-0.03,0.13,-0.02
21305,0.15,0.31,-0.27,-0.03,0.20,-0.06
21319,0.12,0.18,-0.34,-0.07,0.20,-0.08
21333,0.03,0.18,-0.05,-0.19,0.20,-0.14
21347,0.01,-0.03,0.23,-0.20,0.20,-0.11
21364,-0.01,-0.34,0.11,-0.05,0.19,-0.13
21378,-0.23,-0.38,0.12,0.02,0.21,-0.15
21393,-0.37,-0.20,0.20,0.03,0.23,-0.15
21407,-0.23,0.02,0.16,-0.02,0.18,-0.09
21421,-0.01,0.24,0.30,-0.09,0.17,-0.10
21435,-0.02,0.32,0.25,-0.05,0.14,-0.10
21450,-0.18,0.05,0.01,0.00,0.14,-0.10
21465,-0.38,-0.05,-0.08,0.11,0.10,-0.16
21479,-0.68,-0.27,0.26,0.07,0.09,-0.17
21494,-0.63,-0.18,0.15,0.04,0.09,-0.12
21508,-0.43,0.35,0.06,-0.00,0.08,-0.02
21522,0.13,0.16,0.58,-0.15,0.08,-0.01
21536,0.00,0.13,0.55,-0.10,0.06,-0.04
21552,0.02,0.30,0.00,-0.01,0.07,-0.03
21566,0.03,0.31,-0.12,0.00,0.06,-0.05
21580,-0.11,0.12,-0.19,-0.01,0.06,-0.10
21595,-0.29,-0.13,0.05,-0.11,0.05,-0.18
21610,-0.36,-0.15,0.19,-0.15,0.04,-0.18
21624,-0.45,-0.31,0.46,-0.08,0.00,-0.17
21638,-0.47,-0.28,0.45,-0.03,-0.02,-0.15
21654,-0.49,0.05,0.01,0.07,-0.05,-0.13
21668,-0.39,0.11,-0.19,0.10,-0.06,-0.12
21682,-0.28,0.08,-0.40,0.09,-0.07,-0.13
21696,-0.36,-0.15,-0.14,0.01,-0.09,-0.21
21711,-0.42,-0.22,0.02,0.01,-0.10,-0.22
21725,-0.02,0.02,0.26,-0.00,-0.12,-0.13
21739,0.15,0.17,0.20,0.02,-0.14,-0.08
21755,0.31,0.39,0.25,0.02,-0.14,-0.02
21769,0.29,0.39,0.13,0.01,-0.15,0.00
21783,0.27,0.18,-0.01,-0.04,-0.14,0.00
21797,0.16,-0.19,0.16,-0.09,-0.14,0.00
21813,0.14,-0.29,0.15,-0.17,-0.15,-0.00
21827,0.03,-0.44,0.57,-0.16,-0.10,0.02
21843,0.08,-0.62,0.60,-0.05,-0.09,0.01
21857,-0.02,-0.92,0.62,0.01,-0.07,-0.03
21871,-0.45,-0.12,0.32,-0.02,-0.05,-0.05
21885,0.41,0.66,0.64,-0.19,0.01,0.19
21899,0.91,1.24,0.38,-0.25,0.00,0.30
21915,0.89,0.35,-0.16,0.05,-0.10,0.17
21929,0.27,-0.02,-0.48,0.28,-0.09,0.03
21945,-0.31,0.17,-1.03,0.38,-0.03,-0.10
21959,-0.04,0.06,-0.57,0.17,0.00,-0.11
21973,-0.56,-0.98,0.72,-0.06,0.04,-0.18
21987,-0.88,-1.21,0.87,-0.17,0.04,-0.34
22002,-0.52,-0.26,0.89,-0.16,0.04,-0.31
22017,-0.04,-0.02,0.86,-0.20,0.05,-0.04
22031,0.18,0.23,0.71,-0.19,0.01,0.05
22046,-0.20,0.46,-0.16,-0.01,-0.07,0.06
22060,-0.26,0.51,-0.42,0.10,-0.07,0.07
22074,0.20,1.12,-0.67,0.15,-0.07,0.07
22088,0.39,1.22,-0.45,-0.01,-0.05,0.11
22103,0.66,0.84,0.09,-0.08,-0.06,0.13
22123,0.27,0.56,0.44,-0.13,-0.13,0.04
22137,0.22,0.33,0.35,-0.10,-0.12,-0.06
22151,0.13,-0.03,0.66,-0.11,-0.09,-0.09
22167,-0.09,-0.38,0.51,-0.08,-0.04,-0.15
22181,-0.25,-0.35,0.37,-0.02,-0.03,-0.17
22197,-0.30,0.11,0.13,0.04,0.02,-0.17
22211,-0.28,0.21,0.37,0.04,0.08,-0.14
22225,-0.20,0.04,0.62,0.01,0.09,-0.12
22239,-0.27,0.16,0.63,0.05,0.10,-0.02
22254,-0.14,0.21,0.61,0.07,0.08,0.09
22269,-0.20,0.12,0.75,0.09,0.05,0.26
22283,-0.35,0.05,0.82,0.09,0.03,0.28
22298,-0.02,0.83,0.51,-0.02,0.04,0.37
22312,0.32,0.93,0.44,-0.10,0.04,0.41
22327,0.64,0.99,0.68,-0.25,0.06,0.43
22341,0.43,0.54,0.76,-0.28,0.07,0.45
22357,0.19,-0.06,1.03,-0.34,0.12,0.33
22371,0.25,0.03,0.73,-0.34,0.16,0.33
22385,0.00,-0.26,0.78,-0.32,0.22,0.36
22399,-0.01,-0.75,0.43,-0.17,0.26,0.27
22413,-0.25,-1.09,0.55,-0.07,0.28,0.24
22427,0.26,-0.03,-0.19,0.05,0.24,0.16
22441,0.26,0.18,0.11,-0.02,0.29,0.22
22457,0.59,0.24,0.77,-0.18,0.33,0.28
22471,0.73,0.13,0.78,-0.16,0.36,0.25
22485,0.38,-0.88,0.09,0.06,0.33,0.17
22500,-0.30,-0.88,-0.67,0.68,0.28,-0.21
22515,-0.42,-0.54,-0.89,0.83,0.25,-0.41
22529,-0.79,-0.94,-0.91,0.86,0.27,-0.56
22543,-0.94,-1.05,-0.84,0.81,0.28,-0.64
22559,-1.26,0.28,-0.78,0.79,0.29,-0.71
22573,-0.79,-0.65,-0.85,0.72,0.32,-0.54
22587,-0.70,-0.06,-0.75,0.60,0.32,-0.43
22601,-0.83,0.52,-0.29,0.46,0.29,-0.36
22617,0.00,0.01,0.02,0.47,0.22,-0.30
22631,-0.21,0.22,0.27,0.36,0.03,-0.21
22646,-0.56,-0.12,-0.47,0.38,-0.08,-0.21
22660,-0.41,-0.06,-0.82,0.39,-0.17,-0.10
22674,-0.08,-0.51,-0.94,0.39,-0.16,-0.03
22688,-0.51,-1.13,-1.21,0.48,-0.20,-0.06
22702,-0.82,-1.32,-1.37,0.60,-0.22,-0.09
22718,-0.84,0.16,-1.86,0.55,-0.16,-0.04
22732,-0.37,1.20,-1.13,0.41,-0.11,0.03
