time,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
33387,-2.32,5.32,-1.61,0.01,-0.20,-0.45
33401,-2.70,5.24,-1.56,-0.03,-0.12,-0.21
33417,-3.78,4.84,-1.33,-0.08,0.03,0.35
33431,-3.83,4.70,-1.36,-0.12,0.04,0.65
33446,-3.50,4.50,-1.84,-0.18,0.05,0.95
33460,-3.38,4.37,-1.74,-0.29,0.11,1.50
33475,-3.34,4.23,-1.66,-0.37,0.12,1.73
33489,-2.77,3.58,-1.47,-0.53,0.09,2.04
33503,-2.27,3.32,-1.36,-0.60,0.07,2.13
33519,-1.10,2.61,-0.73,-0.66,0.13,2.25
33533,-0.91,2.32,-0.48,-0.63,0.24,2.30
33547,-0.92,1.71,-0.03,-0.50,0.56,2.38
33561,-1.47,1.42,0.20,-0.43,0.68,2.42
33576,-1.75,1.18,0.27,-0.36,0.77,2.47
33590,-2.63,0.70,-0.09,-0.26,0.84,2.57
33604,-2.82,0.45,-0.15,-0.23,0.84,2.59
33620,-3.13,0.02,-0.21,-0.17,0.68,2.57
33634,-3.19,-0.22,-0.08,-0.18,0.54,2.55
33648,-2.60,-0.79,0.22,-0.26,0.23,2.47
33662,-1.76,-1.05,0.41,-0.30,0.12,2.40
33678,-0.76,-1.38,0.68,-0.36,0.10,2.24
33692,-0.31,-1.50,0.81,-0.42,0.14,2.17
33708,0.57,-1.55,0.60,-0.60,0.21,2.06
33722,0.68,-1.61,0.59,-0.71,0.22,2.00
33736,0.60,-1.73,0.44,-0.83,0.23,1.94
33751,0.47,-2.32,0.54,-1.04,0.19,1.77
33765,0.42,-2.61,0.70,-1.10,0.12,1.68
33781,0.88,-3.19,1.06,-1.12,-0.05,1.51
33795,1.20,-3.46,1.10,-1.06,-0.07,1.46
33811,1.67,-3.95,1.28,-0.82,0.04,1.40
33825,1.61,-4.06,1.36,-0.67,0.14,1.42
33839,1.16,-4.29,1.72,-0.39,0.24,1.51
33853,1.26,-4.37,1.84,-0.30,0.21,1.52
33869,2.04,-4.25,1.78,-0.28,0.07,1.42
33883,2.31,-4.38,1.69,-0.33,0.05,1.34
33897,2.57,-4.77,1.74,-0.39,0.06,1.26
33912,2.43,-5.02,1.72,-0.49,0.12,1.10
33927,2.21,-5.30,1.77,-0.50,0.16,1.01
33941,1.52,-6.07,1.70,-0.44,0.19,0.83
33955,1.30,-6.30,1.69,-0.37,0.18,0.75
33971,0.83,-6.82,1.55,-0.21,0.13,0.58
33986,0.69,-6.90,1.41,-0.16,0.13,0.50
34000,0.28,-7.10,1.26,-0.06,0.17,0.30
34014,-0.13,-7.34,1.15,-0.02,0.16,0.17
34030,-0.43,-7.48,1.26,0.10,0.10,-0.17
34045,-0.65,-7.65,1.56,0.20,0.06,-0.35
34061,-0.62,-7.78,1.77,0.47,0.08,-0.69
34075,-0.43,-7.72,1.64,0.65,0.15,-0.87
34089,0.39,-6.84,1.21,0.82,0.21,-1.01
34105,0.61,-6.42,1.02,1.08,0.18,-1.21
34121,0.60,-5.38,0.50,1.19,0.13,-1.48
34135,0.44,-4.95,0.34,1.22,0.10,-1.66
34149,-0.35,-4.15,-0.07,1.22,0.05,-1.86
34164,-0.71,-3.89,-0.11,1.21,-0.13,-2.20
34184,-1.64,-3.49,-0.01,1.30,-0.31,-2.38
34198,-1.85,-3.29,0.04,1.38,-0.39,-2.43
34213,-2.22,-2.62,-0.13,1.49,-0.46,-2.53
34227,-2.39,-2.07,-0.19,1.53,-0.46,-2.54
34241,-2.36,-1.36,-0.28,1.47,-0.53,-2.53
34255,-1.92,-0.99,-0.57,1.40,-0.60,-2.51
34271,-1.45,-0.43,-0.95,1.24,-0.62,-2.50
34286,-1.30,-0.14,-1.16,1.18,-0.58,-2.50
34300,-1.54,0.50,-1.26,1.13,-0.52,-2.49
34314,-1.74,0.74,-1.24,1.02,-0.52,-2.49
34329,-1.77,1.13,-1.30,0.94,-0.55,-2.51
34343,-1.86,1.85,-1.44,0.77,-0.57,-2.57
34357,-1.92,2.16,-1.64,0.66,-0.58,-2.59
34373,-1.95,2.66,-1.91,0.46,-0.62,-2.55
34387,-1.96,2.91,-2.01,0.37,-0.68,-2.52
34401,-1.64,3.44,-2.17,0.29,-0.75,-2.47
34415,-1.60,3.64,-2.23,0.16,-0.86,-2.31
34430,-1.59,3.78,-2.32,0.11,-0.85,-2.23
34444,-1.77,4.17,-2.43,0.04,-0.76,-2.05
34458,-1.95,4.35,-2.49,-0.01,-0.71,-1.93
34474,-2.14,4.57,-2.51,-0.10,-0.66,-1.64
34488,-2.14,4.65,-2.56,-0.14,-0.64,-1.50
34502,-1.89,4.87,-2.66,-0.18,-0.53,-1.20
34516,-1.87,4.96,-2.63,-0.19,-0.45,-1.03
34532,-1.98,5.13,-2.49,-0.18,-0.31,-0.67
34546,-2.14,5.25,-2.43,-0.19,-0.24,-0.48
34562,-2.55,5.50,-2.22,-0.28,-0.12,-0.06
34576,-2.78,5.48,-2.15,-0.35,-0.07,0.17
34590,-2.83,5.45,-2.12,-0.43,-0.05,0.39
34604,-3.09,5.34,-2.24,-0.66,-0.04,0.81
34618,-3.22,5.16,-2.11,-0.78,-0.02,1.03
34634,-2.95,4.53,-1.80,-1.00,-0.04,1.44
34648,-2.53,4.32,-1.76,-1.08,-0.10,1.63
34664,-1.65,3.94,-1.59,-1.16,-0.13,1.95
34678,-1.38,3.54,-1.29,-1.15,-0.06,2.10
34692,-1.60,2.86,-0.68,-1.12,0.05,2.23
34707,-2.29,2.28,-0.20,-0.99,0.26,2.45
34723,-2.71,1.51,0.31,-0.85,0.44,2.66
34737,-2.86,1.08,0.58,-0.75,0.53,2.76
34751,-3.16,0.23,0.75,-0.64,0.61,2.86
34766,-3.15,0.04,0.75,-0.41,0.76,3.01
34780,-3.21,-0.04,0.62,-0.31,0.79,3.08
34794,-3.02,-0.58,0.75,-0.16,0.73,3.15
34808,-2.83,-0.86,0.88,-0.12,0.64,3.11
34825,-2.00,-1.40,1.00,-0.15,0.45,2.91
34839,-1.70,-1.60,1.47,-0.20,0.37,2.81
34853,-0.54,-2.27,1.83,-0.26,0.27,2.73
34867,-0.03,-2.61,1.10,-0.43,0.11,2.53
34882,0.36,-2.72,1.01,-0.51,0.10,2.42
34896,0.58,-2.58,0.73,-0.75,0.12,2.25
34910,0.52,-2.96,0.83,-0.87,0.10,2.16
34926,0.43,-4.04,1.04,-1.07,-0.06,1.81
34940,0.55,-4.32,1.09,-1.10,-0.15,1.60
34954,1.21,-4.65,1.15,-1.05,-0.24,1.34
34968,1.45,-4.72,1.12,-1.00,-0.22,1.28
34983,1.65,-4.76,1.24,-0.93,-0.15,1.25
34997,1.89,-4.71,1.30,-0.82,-0.03,1.16
35011,1.95,-4.72,1.40,-0.79,0.02,1.09
35027,2.26,-4.60,1.31,-0.77,-0.01,0.92
35041,2.43,-4.67,1.30,-0.75,-0.03,0.83
35055,2.70,-5.02,1.34,-0.70,-0.07,0.66
35069,2.69,-5.19,1.27,-0.65,-0.08,0.58
35085,2.28,-5.63,1.12,-0.44,-0.00,0.48
35099,1.49,-5.97,1.07,-0.29,0.07,0.47
35115,0.68,-6.23,1.10,0.01,0.13,0.47
35129,0.25,-6.30,0.92,0.09,0.10,0.45
35143,0.17,-6.32,0.73,0.13,0.05,0.39
35157,0.05,-6.36,0.53,0.09,-0.01,0.18
35171,0.00,-6.45,0.66,0.04,-0.03,0.02
35187,0.01,-6.59,0.90,-0.04,-0.06,-0.33
35201,0.23,-6.88,1.23,-0.01,-0.05,-0.51
35217,0.62,-7.00,0.98,0.21,0.06,-0.84
35231,0.72,-6.93,0.84,0.39,0.18,-0.98
35246,0.07,-6.47,0.22,0.81,0.39,-1.16
35260,-0.27,-6.23,0.20,1.01,0.44,-1.21
35276,-0.49,-5.21,0.03,1.28,0.31,-1.38
35290,-0.37,-4.81,-0.14,1.38,0.17,-1.50
35305,-0.28,-4.05,-0.28,1.46,0.04,-1.64
35319,-0.54,-3.79,-0.23,1.60,0.00,-1.93
35333,-0.90,-3.50,-0.04,1.67,0.05,-2.05
35347,-2.10,-2.67,0.13,1.71,0.10,-2.20
35361,-2.33,-2.31,0.23,1.68,0.08,-2.23
35377,-2.05,-1.42,0.09,1.44,-0.16,-2.27
35391,-1.81,-1.08,-0.06,1.25,-0.30,-2.30
35405,-1.18,-0.64,-0.37,1.05,-0.40,-2.35
35420,-1.09,-0.45,-0.34,0.69,-0.48,-2.46
35435,-1.06,-0.25,-0.35,0.57,-0.51,-2.52
35449,-0.93,0.28,-0.64,0.44,-0.57,-2.61
35463,-0.99,0.59,-0.73,0.41,-0.58,-2.65
35479,-1.25,1.29,-0.94,0.36,-0.60,-2.67
35493,-1.41,1.55,-0.98,0.34,-0.62,-2.66
35507,-1.40,1.94,-1.20,0.27,-0.67,-2.62
35521,-1.37,2.19,-1.37,0.25,-0.69,-2.60
35537,-1.38,2.79,-1.54,0.24,-0.71,-2.54
35551,-1.41,3.26,-1.68,0.23,-0.70,-2.47
35567,-1.72,3.81,-1.87,0.19,-0.66,-2.30
35581,-1.92,4.16,-1.90,0.15,-0.63,-2.22
35595,-2.09,4.36,-2.00,0.09,-0.62,-2.14
35609,-2.19,4.64,-2.19,-0.06,-0.68,-1.94
35623,-1.97,4.72,-2.25,-0.12,-0.69,-1.83
35639,-1.96,4.88,-2.22,-0.19,-0.62,-1.56
35653,-1.96,4.95,-2.18,-0.20,-0.56,-1.39
35669,-2.16,5.10,-2.06,-0.15,-0.38,-1.00
35683,-2.27,5.15,-1.97,-0.11,-0.29,-0.78
35697,-2.46,5.23,-1.81,-0.06,-0.21,-0.54
35711,-2.64,5.23,-1.81,0.02,-0.04,-0.04
35726,-3.33,5.29,-1.59,0.05,0.06,0.22
35741,-3.54,5.24,-1.50,-0.01,0.17,0.78
35755,-3.68,5.10,-1.45,-0.10,0.19,1.06
35771,-3.91,4.61,-1.54,-0.34,0.19,1.58
35785,-3.68,4.37,-1.52,-0.45,0.18,1.79
35799,-2.25,3.89,-1.45,-0.66,0.05,2.12
35813,-1.79,3.63,-1.38,-0.75,-0.02,2.24
35829,-1.44,2.68,-0.76,-0.83,0.01,2.40
35843,-1.53,2.32,-0.38,-0.82,0.11,2.44
35857,-2.11,1.41,0.26,-0.77,0.21,2.48
35872,-2.29,1.09,0.45,-0.60,0.40,2.58
35887,-2.48,0.85,0.51,-0.51,0.51,2.64
35901,-3.06,0.16,0.56,-0.32,0.71,2.77
35915,-3.08,-0.28,0.67,-0.22,0.76,2.86
35931,-2.84,-0.66,0.69,-0.06,0.77,2.88
35945,-2.59,-0.78,0.73,0.08,0.68,2.76
35959,-1.88,-1.16,0.55,0.13,0.60,2.71
35973,-1.33,-1.20,1.18,0.14,0.46,2.58
35988,-0.95,-1.49,0.96,0.14,0.36,2.49
36002,0.19,-1.51,0.98,-0.03,0.23,2.27
36016,0.57,-1.51,0.94,-0.13,0.22,2.19
36032,0.83,-1.60,0.93,-0.44,0.27,2.08
36046,0.77,-2.08,0.99,-0.60,0.25,2.02
36060,0.67,-3.03,0.99,-0.76,0.15,1.82
36074,0.65,-3.60,1.14,-0.76,0.09,1.73
36090,0.90,-4.15,1.22,-0.60,0.03,1.65
36104,1.07,-4.44,1.25,-0.46,0.06,1.65
36120,1.40,-5.06,1.44,-0.15,0.18,1.61
36134,1.42,-5.15,1.58,-0.04,0.26,1.57
36148,1.41,-4.96,1.65,0.03,0.30,1.52
36162,1.74,-4.90,1.72,-0.04,0.27,1.38
36176,2.06,-4.91,1.75,-0.15,0.19,1.24
36197,3.12,-4.95,1.75,-0.37,0.05,0.85
36211,3.57,-5.50,1.40,-0.40,0.11,0.46
36225,3.38,-5.68,1.11,-0.33,0.21,0.31
36241,2.43,-6.09,1.04,-0.02,0.38,0.11
36255,0.99,-6.35,1.17,0.12,0.38,0.04
36271,-0.16,-6.40,1.25,0.33,0.25,-0.10
36285,-0.63,-6.21,1.39,0.38,0.15,-0.19
36299,-0.59,-6.03,1.33,0.41,0.06,-0.29
36313,-0.32,-5.54,1.03,0.36,-0.04,-0.55
36327,-0.40,-5.31,1.13,0.31,-0.01,-0.68
36343,-1.08,-5.57,1.80,0.22,0.09,-0.97
36357,-1.27,-5.97,2.13,0.21,0.09,-1.10
36373,-0.44,-5.45,1.51,0.27,0.05,-1.26
36388,0.43,-4.84,0.88,0.32,0.05,-1.26
36402,0.62,-4.59,0.51,0.43,-0.00,-1.29
36416,0.57,-4.61,0.48,0.50,-0.04,-1.42
36432,0.51,-4.54,0.52,0.75,-0.19,-1.77
36447,0.43,-4.29,0.75,0.95,-0.26,-1.89
36461,-0.33,-3.39,1.09,1.14,-0.28,-1.95
36475,-0.89,-2.88,1.01,1.35,-0.13,-1.97
36490,-1.54,-2.40,0.79,1.33,-0.04,-1.97
36505,-3.40,-1.45,0.40,1.04,-0.14,-2.01
36520,-3.65,-1.34,0.11,0.79,-0.37,-2.08
36535,-3.32,-1.30,-0.04,0.24,-0.94,-2.28
36549,-2.89,-1.30,-0.11,0.08,-1.14,-2.40
36563,-1.45,-1.13,-0.87,0.08,-1.17,-2.62
36577,-1.25,-0.80,-1.10,0.20,-1.01,-2.72
36593,-1.62,0.45,-1.10,0.44,-0.72,-2.81
36607,-1.97,0.88,-1.08,0.49,-0.67,-2.84
36623,-2.51,1.55,-1.07,0.43,-0.72,-2.97
36637,-2.60,2.05,-1.04,0.34,-0.77,-3.07
36651,-2.71,2.45,-1.27,0.24,-0.79,-3.14
36665,-2.92,3.12,-1.40,0.09,-0.67,-3.12
36679,-3.04,3.42,-1.33,0.02,-0.63,-3.06
36695,-3.04,4.05,-1.78,-0.11,-0.69,-2.90
36709,-2.51,4.36,-1.97,-0.16,-0.71,-2.82
36725,-2.28,4.82,-2.21,-0.25,-0.77,-2.65
36739,-2.01,5.10,-2.30,-0.24,-0.77,-2.54
36753,-2.12,5.39,-2.16,-0.17,-0.70,-2.25
36767,-2.20,5.46,-2.07,-0.10,-0.65,-2.09
36782,-2.33,5.83,-2.17,-0.03,-0.60,-1.92
36797,-2.38,6.05,-2.26,0.13,-0.43,-1.48
36811,-2.33,6.45,-2.28,0.19,-0.36,-1.21
36826,-2.33,6.75,-2.43,0.19,-0.30,-0.61
36840,-2.32,6.83,-2.46,0.14,-0.26,-0.32
36854,-2.66,6.90,-2.40,-0.04,-0.14,0.26
36868,-2.86,6.78,-2.33,-0.14,-0.08,0.59
36884,-3.60,6.08,-1.66,-0.35,-0.01,1.30
36898,-3.78,5.77,-1.64,-0.47,0.02,1.65
36912,-4.50,5.07,-1.72,-0.57,0.12,2.00
36927,-4.40,4.80,-1.75,-0.71,0.29,2.65
36941,-4.08,4.56,-1.86,-0.79,0.25,2.93
36955,-2.58,3.95,-1.78,-0.99,0.04,3.30
36969,-2.05,3.60,-1.73,-1.07,-0.02,3.39
36986,-2.32,2.48,-0.73,-1.08,0.13,3.49
37000,-2.71,1.95,-0.24,-1.00,0.27,3.56
37014,-3.86,0.00,1.07,-0.89,0.40,3.64
37028,-4.01,-0.72,1.29,-0.55,0.68,3.77
37043,-4.13,-1.43,1.49,-0.31,0.87,3.81
37057,-4.15,-2.84,1.60,0.26,1.20,3.96
37071,-3.80,-3.39,1.50,0.54,1.26,4.02
37087,-2.63,-3.59,0.72,1.11,1.27,3.88
37101,-2.28,-3.64,0.53,1.31,1.23,3.73
37115,-1.75,-3.72,0.52,1.37,1.03,3.34
37129,-1.22,-3.53,0.80,1.28,0.85,3.08
37145,-0.37,-3.73,1.21,1.01,0.46,2.45
37159,0.25,-3.21,1.28,0.85,0.33,2.10
37174,0.67,-2.46,1.12,0.64,0.30,1.78
37189,0.84,-1.99,1.49,0.05,0.40,1.26
37203,0.89,-2.10,1.46,-0.37,0.32,1.04
37217,1.02,-2.68,1.54,-1.16,0.03,0.59
37231,1.17,-3.26,1.52,-1.42,-0.07,0.40
37247,1.19,-3.59,1.49,-1.65,-0.13,0.22
37261,1.10,-3.95,1.57,-1.62,-0.09,0.26
37277,1.13,-4.40,1.72,-1.42,-0.07,0.41
37291,1.26,-4.51,1.74,-1.29,-0.11,0.46
37305,2.15,-4.45,1.74,-1.14,-0.16,0.49
37319,2.57,-4.39,1.71,-0.81,-0.17,0.58
37333,3.27,-4.22,1.66,-0.65,-0.13,0.64
37349,3.68,-4.20,1.65,-0.33,0.01,0.71
37363,3.65,-4.21,1.68,-0.20,0.10,0.68
37379,2.84,-4.45,1.70,-0.04,0.27,0.56
37393,2.40,-4.62,1.64,0.01,0.33,0.49
37407,1.00,-5.24,1.85,0.10,0.35,0.38
37421,0.65,-5.46,1.77,0.15,0.30,0.33
37437,-0.22,-5.69,1.35,0.22,0.22,0.20
37451,-0.47,-5.64,1.29,0.23,0.20,0.11
37466,-1.42,-5.66,0.98,0.21,0.16,0.00
37480,-1.72,-5.79,0.95,0.13,0.06,-0.28
37495,-1.97,-5.95,1.28,0.14,0.03,-0.44
37509,-1.56,-6.30,1.77,0.23,-0.15,-0.79
37523,-0.95,-6.32,1.64,0.33,-0.20,-0.93
37539,0.66,-6.07,1.00,0.65,-0.05,-1.15
37553,0.83,-5.83,0.85,0.88,0.09,-1.23
37567,0.63,-5.17,0.78,1.34,0.30,-1.40
37581,0.03,-4.36,0.62,1.52,0.31,-1.51
37596,-0.30,-3.75,0.53,1.66,0.28,-1.64
37610,-1.12,-2.45,0.67,1.71,0.09,-1.89
37624,-1.39,-2.19,0.62,1.64,-0.07,-1.99
37640,-1.88,-1.93,0.70,1.40,-0.40,-2.16
37654,-2.20,-2.10,0.81,1.29,-0.51,-2.22
37668,-2.32,-1.72,0.26,1.05,-0.61,-2.28
37682,-2.08,-1.20,-0.01,0.96,-0.62,-2.28
37698,-1.67,-0.65,-0.32,0.86,-0.69,-2.26
37712,-1.44,-0.39,-0.48,0.61,-0.94,-2.32
37728,-0.80,0.29,-0.67,0.41,-1.05,-2.56
37742,-0.82,0.66,-0.56,0.32,-1.05,-2.67
37756,-0.99,1.08,-0.58,0.23,-1.02,-2.76
37770,-1.68,1.69,-0.88,0.02,-0.88,-2.86
37784,-2.02,1.99,-1.01,-0.10,-0.83,-2.89
37800,-2.42,2.58,-1.43,-0.35,-0.93,-2.90
37814,-2.40,2.82,-1.63,-0.44,-1.05,-2.88
37830,-1.96,3.17,-1.99,-0.50,-1.21,-2.83
37844,-1.92,3.31,-2.06,-0.46,-1.21,-2.79
37858,-1.81,3.81,-2.11,-0.37,-1.17,-2.73
37872,-1.93,4.04,-2.16,-0.16,-1.07,-2.55
37887,-2.28,4.56,-2.11,-0.06,-1.02,-2.44
37902,-2.47,4.81,-2.17,0.08,-0.88,-2.16
37916,-2.60,5.09,-2.22,0.12,-0.79,-2.01
37931,-2.50,5.71,-2.44,0.18,-0.59,-1.63
37946,-2.43,5.89,-2.53,0.19,-0.52,-1.42
37960,-2.12,6.32,-2.58,0.14,-0.39,-1.00
37974,-2.10,6.41,-2.58,0.09,-0.32,-0.78
37990,-2.16,6.46,-2.48,-0.03,-0.16,-0.31
38005,-2.60,6.52,-1.98,-0.09,-0.08,-0.03
38019,-3.17,6.34,-1.87,-0.18,-0.02,0.28
38033,-3.82,5.97,-1.60,-0.39,0.17,0.97
38048,-4.09,5.77,-1.55,-0.52,0.26,1.31
38062,-4.35,5.23,-1.61,-0.76,0.31,1.96
38076,-4.23,4.62,-1.63,-0.86,0.30,2.26
38092,-3.43,3.94,-1.48,-0.98,0.16,2.72
38106,-2.94,3.37,-1.32,-0.99,0.08,2.90
38120,-2.79,2.53,-1.01,-0.87,0.08,3.16
38134,-3.28,1.97,-0.33,-0.74,0.18,3.27
38150,-3.49,1.27,0.07,-0.61,0.27,3.35
38164,-3.55,0.89,0.24,-0.44,0.43,3.49
38179,-3.74,-0.22,0.47,-0.38,0.53,3.53
38199,-3.67,-0.66,0.68,-0.21,0.75,3.51
38213,-3.15,-1.88,0.89,0.02,0.84,3.44
38227,-2.72,-2.29,0.90,0.16,0.86,3.37
38243,-1.50,-2.30,0.85,0.49,0.88,3.06
38257,-1.14,-2.29,0.87,0.62,0.88,2.92
38271,-0.30,-2.19,1.01,0.71,0.85,2.67
38285,-0.04,-2.21,1.17,0.67,0.80,2.51
38301,0.40,-2.33,1.19,0.42,0.64,2.12
38315,0.56,-2.13,1.08,0.25,0.55,1.92
38331,0.59,-2.25,0.92,-0.15,0.44,1.57
38345,0.55,-2.66,1.08,-0.35,0.38,1.44
38359,0.49,-2.99,1.10,-0.53,0.27,1.31
38373,0.50,-3.44,1.19,-0.76,0.06,1.08
38387,0.83,-3.45,1.34,-0.81,-0.01,1.00
38403,1.26,-3.55,1.43,-0.83,-0.12,1.00
38417,1.60,-3.78,1.55,-0.84,-0.14,1.02
38433,1.85,-4.28,1.80,-0.89,-0.06,1.01
38447,1.96,-4.41,1.67,-0.91,-0.02,0.96
38461,2.43,-4.38,1.46,-0.90,0.02,0.92
38475,2.64,-4.37,1.31,-0.84,0.04,0.90
38490,2.88,-4.67,1.17,-0.83,0.02,0.88
38505,2.77,-4.89,1.22,-0.78,0.02,0.67
38519,2.50,-5.19,1.30,-0.73,0.06,0.51
38534,1.27,-6.03,1.46,-0.50,0.14,0.26
38548,0.84,-6.24,1.55,-0.33,0.18,0.19
38562,0.04,-6.18,1.25,-0.02,0.20,0.17
38576,-0.01,-6.04,1.12,0.08,0.19,0.15
38592,0.02,-5.70,1.13,0.13,0.17,0.09
38606,0.00,-5.60,1.16,-0.02,0.00,-0.43
38620,-0.06,-5.55,1.17,-0.02,0.00,-0.43
38635,-0.86,-5.66,1.83,-0.04,0.11,-1.05
38649,-1.04,-5.71,1.80,0.02,0.18,-1.19
38663,-0.80,-5.36,1.30,0.18,0.21,-1.39
38677,-0.59,-5.06,1.16,0.29,0.16,-1.43
38693,0.17,-4.62,0.77,0.57,0.02,-1.53
38707,0.40,-4.40,0.72,0.75,-0.01,-1.63
38720,0.59,-4.05,0.77,0.94,-0.02,-1.74
38735,0.35,-2.79,0.58,1.29,0.02,-1.89
38748,0.01,-2.31,0.64,1.40,0.08,-1.91
38761,-0.32,-1.94,0.63,1.45,0.08,-1.91
38774,-1.13,-1.31,0.47,1.42,-0.11,-1.92
38789,-1.47,-1.19,0.54,1.36,-0.24,-1.91
38805,-2.16,-1.36,0.43,1.22,-0.43,-1.85
38819,-2.21,-1.35,0.34,1.18,-0.45,-1.80
38835,-1.42,-0.92,-0.19,1.13,-0.54,-1.68
38849,-1.05,-0.65,-0.47,1.12,-0.59,-1.64
38863,-0.56,-0.12,-1.01,1.09,-0.63,-1.64
38877,-0.40,0.22,-1.07,0.97,-0.64,-1.75
38892,-0.66,0.70,-1.06,0.87,-0.66,-1.83
38907,-0.92,0.99,-1.06,0.63,-0.68,-2.01
38921,-1.04,1.17,-1.11,0.50,-0.66,-2.09
38936,-1.10,1.57,-1.41,0.29,-0.64,-2.22
38950,-0.99,1.68,-1.64,0.23,-0.66,-2.27
38965,-1.07,1.97,-1.93,0.21,-0.67,-2.30
38979,-1.03,2.28,-2.11,0.26,-0.66,-2.29
38995,-1.18,2.89,-2.33,0.38,-0.67,-2.21
39009,-1.41,3.31,-2.42,0.41,-0.66,-2.14
39023,-1.89,3.73,-2.54,0.42,-0.65,-2.06
39038,-2.10,3.97,-2.57,0.33,-0.64,-1.93
39053,-2.40,4.36,-2.63,0.25,-0.65,-1.84
39067,-2.72,4.67,-2.73,0.07,-0.60,-1.56
39081,-2.74,4.70,-2.70,-0.01,-0.55,-1.40
39097,-2.71,4.85,-2.64,-0.13,-0.45,-1.04
39111,-2.57,4.89,-2.58,-0.16,-0.37,-0.83
39125,-2.20,4.91,-2.10,-0.20,-0.19,-0.38
39139,-2.24,4.96,-1.90,-0.26,-0.09,-0.13
39155,-2.57,5.09,-1.84,-0.41,0.17,0.41
39169,-2.66,5.14,-1.91,-0.50,0.27,0.69
39185,-3.21,4.97,-1.97,-0.72,0.26,1.22
39199,-3.32,4.73,-1.90,-0.84,0.20,1.44
39213,-3.21,4.44,-1.69,-0.93,0.12,1.62
39227,-1.80,3.53,-1.05,-1.09,-0.10,1.91
39241,-1.09,3.15,-0.86,-1.10,-0.15,2.05
39257,0.00,2.22,-0.32,-0.95,0.03,2.30
39271,0.03,2.03,0.04,-0.80,0.23,2.42
39287,-0.58,1.31,0.36,-0.55,0.49,2.62
39301,-0.87,1.00,0.32,-0.45,0.59,2.67
39315,-1.59,0.58,0.28,-0.39,0.70,2.66
39330,-2.46,0.46,0.12,-0.29,0.80,2.62
39346,-2.95,0.03,0.07,-0.24,0.69,2.59
39360,-3.30,-0.35,0.22,-0.23,0.59,2.54
