time,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
36477,-4.38,4.41,-2.92,-1.71,-0.33,2.81
36491,-4.55,4.14,-2.72,-1.75,-0.30,3.12
36505,-6.71,2.95,-1.59,-1.76,-0.22,3.39
36521,-7.56,2.28,-0.80,-1.72,-0.00,3.88
36537,-10.00,-0.68,0.44,-1.69,-0.02,4.10
36551,-10.28,-1.87,0.62,-1.58,0.07,4.38
36566,-9.35,-3.64,0.73,-1.42,0.28,4.44
36581,-8.47,-3.76,0.61,-0.92,0.68,4.53
36595,-7.51,-3.89,0.45,-0.63,0.72,4.61
36609,-5.13,-4.13,-0.26,-0.07,0.61,4.57
36623,-4.18,-4.11,-0.07,0.16,0.53,4.35
36640,-1.02,-3.21,0.95,0.42,0.24,3.73
36654,0.14,-3.05,1.28,0.42,0.06,3.43
36670,2.36,-2.90,1.32,0.18,-0.15,2.85
36684,3.93,-2.50,0.95,-0.06,-0.12,2.55
36698,4.76,-2.23,0.36,-0.56,-0.03,2.05
36712,5.07,-2.17,0.03,-0.77,-0.04,1.86
36727,5.19,-2.70,0.01,-0.94,-0.07,1.70
36742,5.06,-2.90,0.05,-0.99,-0.08,1.32
36756,4.86,-2.92,0.10,-0.99,-0.05,1.13
36771,4.69,-2.91,-0.06,-1.02,-0.08,0.86
36785,4.56,-2.96,-0.08,-1.02,-0.12,0.78
36799,4.46,-3.31,0.34,-1.02,-0.19,0.65
36813,4.46,-3.60,0.33,-1.04,-0.22,0.58
36829,3.58,-4.21,0.93,-0.93,-0.11,0.44
36843,2.98,-4.60,0.94,-0.82,-0.01,0.44
36857,1.10,-6.01,1.34,-0.67,0.12,0.50
36872,0.39,-6.50,1.49,-0.27,0.34,0.63
36887,-0.18,-6.91,1.30,-0.10,0.35,0.67
36901,-1.49,-7.73,0.12,0.13,0.26,0.66
36915,-1.83,-7.96,-0.35,0.16,0.22,0.61
36931,-2.16,-7.66,-0.94,0.09,0.14,0.32
36945,-2.04,-7.23,-0.81,-0.03,0.00,0.11
36959,-1.02,-5.75,0.69,-0.20,-0.22,-0.11
36973,-0.12,-5.19,1.10,-0.50,-0.79,-0.62
36988,1.00,-4.66,1.29,-0.63,-0.94,-0.93
37002,3.09,-4.01,0.13,-0.66,-0.49,-1.62
37016,2.37,-4.16,0.02,-0.48,0.09,-1.91
37032,-2.88,-5.51,0.74,0.04,1.12,-2.23
37046,-4.52,-6.01,1.05,0.32,1.32,-2.24
37061,-6.40,-6.52,0.72,0.75,1.05,-2.07
37075,-6.29,-6.01,0.35,0.88,0.75,-2.01
37091,-5.28,-4.17,-0.84,1.17,0.29,-1.93
37105,-5.12,-3.66,-1.01,1.31,0.15,-1.88
37121,-4.82,-2.87,-0.72,1.50,-0.14,-1.76
37135,-3.79,-2.22,-0.76,1.53,-0.38,-1.76
37149,-3.17,-1.77,-0.79,1.52,-0.64,-1.80
37163,-1.18,-0.75,-1.18,1.44,-0.96,-2.05
37177,-0.69,-0.30,-1.29,1.44,-0.93,-2.25
37193,-0.11,0.91,-1.49,1.49,-0.58,-2.69
37207,0.26,2.20,-1.68,1.52,-0.39,-2.88
37223,0.30,3.51,-1.58,1.53,-0.13,-3.16
37237,0.33,4.36,-1.55,1.45,-0.12,-3.29
37251,0.01,4.99,-1.38,1.17,-0.16,-3.59
37265,-0.19,5.11,-1.43,0.77,-0.21,-3.84
37281,-0.72,4.58,-1.64,0.43,-0.17,-3.92
37295,-1.09,4.57,-1.79,0.33,-0.13,-3.87
37309,-2.12,4.98,-2.30,0.30,-0.09,-3.74
37324,-2.52,5.22,-2.42,0.45,0.02,-3.25
37338,-2.90,5.46,-2.54,0.56,0.06,-2.96
37352,-4.01,5.95,-2.80,0.75,0.08,-2.42
37366,-4.54,6.00,-2.84,0.79,0.05,-2.15
37382,-5.62,5.82,-2.89,0.75,-0.08,-1.49
37396,-5.80,5.74,-3.00,0.69,-0.17,-1.11
37410,-6.15,5.86,-3.19,0.57,-0.23,-0.70
37425,-6.37,5.81,-3.05,0.21,-0.23,0.20
37440,-6.61,5.65,-2.74,-0.04,-0.19,0.66
37454,-6.96,4.56,-2.32,-0.65,-0.15,1.52
37468,-6.58,4.15,-2.21,-0.89,-0.13,1.90
37484,-4.02,3.92,-2.01,-1.26,-0.10,2.60
37498,-3.05,3.88,-1.66,-1.37,-0.13,2.92
37512,-1.29,3.30,-1.07,-1.53,-0.15,3.30
37526,-0.93,2.94,-1.06,-1.51,-0.03,3.34
37542,-1.33,2.06,-0.58,-1.41,0.20,3.35
37556,-3.51,1.07,0.28,-0.89,0.86,3.48
37571,-5.88,-0.63,1.05,-0.53,1.12,3.64
37586,-7.64,-2.00,0.90,0.14,1.38,3.96
37600,-7.80,-2.43,0.65,0.37,1.41,4.02
37614,-6.88,-2.40,-0.08,0.67,1.33,3.96
37628,-6.07,-1.85,-0.48,0.69,1.21,3.93
37644,-5.49,-2.82,-0.22,0.54,0.83,3.82
37658,-4.66,-3.98,0.55,0.41,0.57,3.63
37674,-2.44,-4.62,1.21,0.14,-0.01,3.01
37688,-1.01,-4.51,1.33,-0.03,-0.27,2.70
37702,3.49,-2.91,1.12,-0.23,-0.45,2.43
37716,4.73,-2.33,0.81,-0.63,-0.59,2.00
37730,6.50,-1.24,0.32,-0.74,-0.53,1.76
37746,7.04,-0.46,0.00,-0.87,-0.10,1.16
37760,6.87,-0.38,0.22,-1.02,0.17,0.84
37776,5.20,-1.66,0.41,-1.08,0.52,0.16
37790,4.55,-1.82,0.70,-1.06,0.54,-0.07
37804,3.40,-2.13,0.78,-1.03,0.37,-0.12
37818,3.36,-2.12,0.57,-0.96,0.25,-0.03
37834,3.01,-1.94,0.52,-0.94,0.08,0.13
37848,2.78,-1.84,0.55,-0.96,0.02,0.16
37862,1.71,-2.00,0.59,-1.02,-0.03,0.18
37877,1.10,-2.32,0.86,-1.12,-0.10,0.32
37891,0.45,-2.81,1.10,-1.11,-0.13,0.45
37905,-1.66,-4.98,1.83,-1.00,-0.17,0.77
37919,-2.16,-5.60,1.92,-0.88,-0.16,0.91
37935,-2.79,-6.54,1.40,-0.63,-0.16,1.22
37949,-2.80,-6.79,1.20,-0.57,-0.16,1.35
37963,-2.36,-7.53,0.92,-0.57,-0.17,1.41
37978,-1.09,-7.92,0.96,-0.74,-0.35,1.18
37993,-0.30,-7.89,1.10,-0.85,-0.53,0.93
38007,2.47,-7.28,1.63,-0.75,-0.67,0.44
38021,3.38,-6.97,1.45,-0.53,-0.49,0.21
38037,4.13,-6.46,0.51,0.32,0.39,-0.30
38051,2.34,-6.71,-0.02,0.88,1.01,-0.60
38065,-1.60,-7.70,0.77,1.87,1.97,-1.24
38080,-5.39,-8.38,0.42,2.21,2.04,-1.45
38096,-7.00,-7.82,0.12,2.72,1.50,-1.44
38110,-6.04,-6.22,-0.16,2.85,1.05,-1.36
38126,-4.55,-4.20,-0.36,2.68,0.15,-1.38
38141,-4.10,-3.36,-0.35,2.47,-0.25,-1.50
38160,-3.06,-2.12,-0.03,1.92,-0.87,-1.86
38176,-1.41,-1.30,0.07,1.31,-1.25,-2.27
38190,-0.87,-0.95,-0.14,1.04,-1.33,-2.44
38204,-0.36,-0.62,-0.19,0.80,-1.30,-2.59
38218,0.74,0.24,-0.44,0.42,-1.04,-2.89
38232,0.88,0.66,-0.59,0.26,-0.93,-3.03
38248,1.03,1.64,-1.39,-0.01,-0.87,-3.28
38262,0.92,1.98,-1.57,-0.13,-0.88,-3.38
38278,0.52,2.55,-1.81,-0.27,-0.92,-3.58
38292,0.35,2.93,-2.04,-0.28,-0.91,-3.66
38306,-0.05,3.51,-1.93,-0.15,-0.83,-3.72
38321,-0.40,3.94,-1.95,-0.08,-0.80,-3.71
38337,-1.19,4.53,-2.08,0.06,-0.66,-3.58
38351,-1.67,4.68,-2.10,0.14,-0.54,-3.48
38365,-3.09,4.74,-2.18,0.21,-0.46,-3.36
38381,-3.69,4.80,-2.23,0.36,-0.42,-3.05
38397,-5.08,4.88,-2.20,0.57,-0.42,-2.53
38411,-5.45,4.90,-2.19,0.71,-0.42,-2.18
38427,-5.81,4.59,-2.20,0.95,-0.40,-1.47
38441,-5.99,4.65,-2.50,1.03,-0.35,-1.13
38455,-6.23,4.80,-2.64,1.08,-0.25,-0.77
38469,-6.75,5.04,-2.68,1.03,-0.02,0.05
38483,-6.71,5.12,-2.77,0.89,0.01,0.48
38500,-6.00,5.40,-3.14,0.41,-0.00,1.24
38514,-5.47,5.45,-3.15,0.10,-0.01,1.55
38530,-3.74,5.17,-3.00,-0.54,-0.07,2.04
38544,-3.36,4.99,-2.93,-0.85,-0.13,2.19
38558,-3.36,4.48,-2.64,-1.31,-0.05,2.43
38572,-4.33,3.63,-2.13,-1.43,0.07,2.58
38588,-5.24,2.34,-1.20,-1.46,0.27,2.93
38602,-6.24,1.01,-0.78,-1.37,0.33,3.09
38616,-6.74,-0.20,-0.55,-1.21,0.44,3.23
38631,-6.80,-0.55,-0.55,-0.83,0.80,3.51
38646,-6.63,-0.78,-0.75,-0.67,0.92,3.69
38660,-5.51,-1.25,-0.91,-0.43,0.93,3.93
38674,-4.49,-1.47,-0.78,-0.32,0.86,3.93
38690,-2.93,-2.03,-0.14,-0.13,0.66,3.70
38704,-2.02,-2.24,0.23,-0.04,0.56,3.54
38718,0.94,-2.00,1.15,0.01,0.48,3.37
38732,1.97,-1.81,1.31,-0.05,0.38,3.01
38747,3.57,-1.07,1.48,-0.17,0.36,2.84
38761,4.73,-0.59,1.22,-0.64,0.27,2.46
38775,5.07,-0.43,0.83,-0.92,0.25,2.25
38791,4.69,-0.81,0.19,-1.62,0.29,1.79
38805,4.51,-1.48,0.02,-1.73,0.33,1.53
38819,3.56,-2.54,0.51,-1.49,0.30,1.08
38833,3.26,-2.83,0.39,-1.47,0.22,1.00
38849,2.50,-3.50,0.83,-1.40,0.21,0.99
38863,2.28,-3.94,1.12,-1.20,0.14,0.99
38879,1.33,-4.91,1.71,-0.78,0.00,0.86
38893,1.03,-5.07,1.91,-0.53,-0.01,0.80
38907,0.73,-5.15,1.93,-0.32,-0.02,0.80
38922,-0.43,-5.60,1.71,-0.06,0.04,0.95
38936,-0.81,-5.63,1.51,0.03,0.08,1.00
38952,-1.88,-4.54,0.59,-0.11,0.08,0.96
38966,-2.20,-4.25,0.29,-0.36,0.03,0.89
38982,-3.19,-4.30,0.16,-1.10,-0.18,0.70
38996,-3.95,-4.90,0.24,-1.50,-0.32,0.54
39010,-3.45,-5.37,0.54,-2.14,-0.73,0.12
39024,-1.79,-5.66,1.01,-2.35,-0.97,-0.03
39041,0.39,-6.57,1.51,-2.33,-1.16,-0.13
39055,2.56,-7.86,1.68,-2.06,-0.90,-0.13
39069,3.58,-8.76,1.93,-1.61,-0.42,-0.11
39083,3.45,-9.28,1.75,-0.32,0.47,0.04
39097,1.92,-10.66,1.57,0.45,0.83,0.13
39111,-0.30,-11.14,1.35,1.94,1.56,0.04
39125,-1.80,-9.67,-0.12,2.48,1.69,-0.12
39141,-2.26,-7.47,-0.93,3.36,1.59,-0.40
39155,-2.38,-6.39,-1.02,3.57,1.45,-0.55
39169,-2.94,-4.06,-0.42,3.56,1.21,-0.74
39184,-3.17,-3.57,-0.07,3.08,0.39,-1.30
39199,-3.37,-3.16,0.09,2.73,-0.11,-1.66
39213,-2.87,-2.59,-0.20,2.05,-0.99,-2.40
39227,-2.40,-2.14,-0.34,1.76,-1.28,-2.72
39243,-0.74,-1.15,-0.36,1.28,-1.56,-3.10
39257,-0.24,-0.84,-0.50,1.04,-1.61,-3.22
39271,1.11,-0.21,-0.60,0.62,-1.60,-3.49
39285,1.35,0.10,-0.62,0.45,-1.57,-3.64
39300,1.47,0.43,-0.86,0.31,-1.53,-3.79
39314,1.34,1.13,-1.29,0.22,-1.24,-3.96
39328,0.95,1.48,-1.51,0.25,-1.03,-3.97
39344,-0.54,2.61,-1.94,0.37,-0.69,-3.92
39358,-1.12,3.06,-2.15,0.42,-0.61,-3.88
39372,-2.38,3.84,-2.57,0.41,-0.54,-3.78
39386,-2.86,4.18,-2.80,0.37,-0.57,-3.74
39402,-3.93,5.31,-3.23,0.31,-0.65,-3.55
39416,-4.35,5.63,-3.13,0.30,-0.67,-3.35
39432,-5.26,5.69,-3.08,0.22,-0.70,-2.84
39446,-6.22,5.01,-2.72,0.16,-0.71,-2.60
39461,-7.07,4.71,-2.82,0.09,-0.73,-2.42
39475,-7.15,4.77,-2.82,0.07,-0.67,-1.94
39489,-7.13,4.94,-2.98,0.13,-0.59,-1.54
39505,-7.04,5.15,-3.01,0.30,-0.22,-0.50
39519,-6.95,5.26,-2.94,0.38,-0.04,0.03
39535,-6.83,5.32,-2.96,0.29,0.18,0.87
39549,-6.04,5.32,-2.91,0.14,0.24,1.22
39563,-4.64,5.16,-2.67,-0.28,0.26,1.83
39577,-4.12,5.05,-2.69,-0.50,0.23,2.07
39593,-4.61,4.44,-2.31,-0.91,0.33,2.45
39607,-5.12,3.93,-1.92,-1.05,0.44,2.63
39621,-6.55,2.33,-0.69,-1.13,0.53,2.80
39636,-6.75,1.82,-0.45,-1.14,0.57,3.08
39651,-6.90,1.33,-0.31,-1.05,0.63,3.19
39665,-7.55,0.14,-0.65,-0.74,0.92,3.47
39679,-7.38,-0.46,-0.71,-0.62,1.04,3.65
39695,-5.60,-0.82,-0.67,-0.44,1.00,3.87
39709,-4.72,-0.96,-0.40,-0.38,0.86,3.88
39723,-2.44,-2.11,0.95,-0.36,0.69,3.85
39737,-1.65,-2.69,1.41,-0.29,0.52,3.72
39752,-0.89,-3.24,1.88,-0.22,0.59,3.60
39766,1.21,-3.22,2.71,-0.06,0.80,3.32
39780,2.00,-3.03,2.59,0.01,0.78,3.20
39796,4.03,-2.46,1.81,0.04,0.62,2.97
39810,4.45,-2.47,1.62,0.01,0.57,2.80
39824,4.40,-2.49,1.07,-0.15,0.57,2.35
39838,4.00,-2.65,1.07,-0.28,0.62,2.11
39854,2.96,-3.06,1.24,-0.42,0.66,1.89
39868,2.24,-3.18,1.23,-0.75,0.55,1.52
39884,2.21,-3.08,1.45,-1.40,-0.25,1.00
39898,2.98,-2.93,1.33,-1.64,-0.57,0.82
39912,3.43,-3.09,1.21,-1.88,-0.83,0.63
39926,3.88,-3.78,0.84,-2.18,-0.94,0.26
39941,3.25,-4.70,0.58,-2.20,-0.81,0.14
39957,1.78,-5.09,0.23,-2.08,-0.53,0.04
39971,0.19,-4.91,-0.01,-2.02,-0.50,0.06
39987,-1.03,-4.78,-0.41,-2.06,-0.62,0.06
40001,-1.48,-4.90,-0.50,-2.15,-0.71,-0.00
40015,-2.44,-5.87,0.17,-2.36,-1.00,-0.18
40029,-2.32,-6.21,0.42,-2.41,-1.16,-0.22
40045,-0.19,-6.80,1.54,-2.29,-1.17,-0.11
40060,0.98,-6.88,1.91,-2.13,-0.95,0.01
40074,3.96,-7.07,2.07,-1.86,-0.65,0.12
40088,4.32,-7.48,1.76,-0.95,0.06,0.22
40102,4.26,-8.28,1.34,-0.25,0.59,0.18
40116,0.69,-12.26,1.55,1.48,1.88,-0.12
40130,-1.16,-13.14,1.58,2.32,2.24,-0.31
40146,-4.34,-11.86,-0.98,3.80,2.13,-0.54
40165,-3.62,-8.73,-2.90,4.40,1.94,-0.65
40180,-3.14,-5.93,-3.75,4.94,1.68,-1.04
40196,-3.36,-3.74,-3.03,4.67,1.11,-1.52
40210,-6.17,-3.15,-2.30,4.37,0.69,-1.65
40224,-6.96,-2.18,-0.71,4.14,0.21,-1.78
40240,-6.85,-1.05,-0.86,3.32,-1.28,-2.25
40256,-3.61,2.92,-2.49,2.08,-2.16,-2.70
40270,-2.37,3.98,-2.47,1.40,-2.32,-2.98
40285,0.59,5.71,-2.29,0.67,-2.48,-3.34
40300,1.32,5.60,-2.25,-0.78,-2.65,-4.18
40314,1.70,5.43,-2.24,-1.47,-2.57,-4.59
40328,1.80,4.92,-3.36,-2.17,-1.82,-4.77
40342,1.07,4.89,-2.98,-2.04,-1.27,-4.50
40358,-0.90,5.35,-2.71,-1.15,-0.57,-3.62
40372,-1.29,5.71,-2.74,-0.75,-0.32,-3.16
40388,-1.61,6.34,-2.67,-0.00,0.02,-2.52
40402,-1.77,6.29,-2.73,0.23,0.10,-2.35
40416,-2.77,5.65,-2.99,0.33,0.15,-2.25
40430,-3.33,5.55,-2.98,0.38,0.22,-2.00
40445,-4.36,5.77,-2.89,0.47,0.27,-1.72
40460,-4.67,6.00,-2.72,0.66,0.27,-0.84
40474,-4.57,6.17,-2.69,0.69,0.23,-0.38
40490,-4.04,6.62,-2.56,0.56,0.19,0.23
40504,-4.16,6.56,-2.42,0.39,0.23,0.37
40518,-4.84,6.14,-1.90,-0.18,0.31,0.46
40532,-5.67,5.27,-1.44,-0.48,0.32,0.52
40548,-6.11,4.21,-1.09,-0.95,0.23,0.83
40562,-6.04,3.54,-1.39,-1.08,0.20,1.11
40576,-5.44,3.40,-1.89,-1.15,0.20,1.45
40591,-5.16,3.46,-2.13,-1.21,0.21,2.16
40606,-5.22,3.53,-2.44,-1.26,0.21,2.47
40620,-5.82,3.00,-2.13,-1.48,0.07,2.86
40634,-7.18,1.97,-1.29,-1.61,-0.08,2.94
40650,-8.10,0.23,-0.39,-1.78,-0.42,3.02
40664,-8.25,-0.73,-0.10,-1.79,-0.45,3.09
40678,-6.80,-2.80,0.64,-1.55,-0.09,3.33
40692,-5.61,-3.13,0.91,-1.30,0.15,3.47
40707,-3.51,-3.01,1.24,-1.00,0.35,3.59
40722,-1.63,-3.01,1.27,-0.33,0.57,3.61
40737,0.79,-2.85,1.52,0.01,0.61,3.49
40752,1.50,-2.78,1.64,0.61,0.66,3.02
40766,2.02,-2.65,1.79,0.89,0.74,2.77
40781,2.57,-2.21,1.90,1.29,1.08,2.41
40795,2.55,-2.11,2.06,1.33,1.24,2.29
40811,2.31,-1.58,2.10,1.13,1.17,2.13
40825,2.25,-1.54,1.89,0.91,0.99,2.05
40841,2.24,-1.70,1.92,0.32,0.62,1.82
40855,2.35,-1.82,1.98,0.03,0.36,1.64
40869,2.68,-2.05,1.98,-0.54,-0.22,1.26
40883,3.09,-2.29,1.93,-0.77,-0.44,1.08
40898,3.43,-2.92,1.78,-0.95,-0.60,0.93
40913,3.50,-3.46,1.56,-1.16,-0.71,0.67
40927,3.31,-3.64,1.18,-1.19,-0.69,0.55
40942,3.21,-4.00,0.53,-1.10,-0.59,0.41
40956,2.04,-3.78,0.30,-1.04,-0.48,0.36
40970,0.97,-4.30,0.01,-1.03,-0.51,0.41
40984,-0.23,-4.76,-0.15,-1.08,-0.57,0.36
41000,-0.85,-5.21,-0.44,-1.18,-0.77,0.23
41014,-1.05,-5.24,-0.54,-1.25,-0.88,0.19
41028,-1.59,-6.11,-0.84,-1.30,-0.98,0.18
41043,-1.78,-6.49,-0.93,-1.41,-0.94,0.19
41057,-1.85,-7.17,-0.81,-1.42,-0.81,0.18
41071,-1.01,-7.32,-0.10,-1.39,-0.71,0.10
41085,0.72,-7.30,0.11,-1.37,-0.75,0.02
41101,1.63,-7.73,0.02,-1.04,-0.42,-0.26
41115,1.60,-8.22,0.08,-0.63,0.04,-0.46
41129,-0.77,-10.03,0.42,-0.10,0.59,-0.68
41144,-1.82,-9.98,0.01,1.04,1.38,-1.12
41159,-3.23,-8.68,-1.26,1.55,1.55,-1.29
41173,-3.45,-6.55,-2.04,2.47,1.65,-1.50
41187,-3.38,-5.59,-2.23,2.74,1.61,-1.66
41203,-3.27,-3.52,-1.35,2.77,1.13,-2.23
41217,-3.35,-3.07,-0.94,2.65,0.65,-2.57
41231,-3.19,-1.93,-0.89,2.38,-0.34,-3.16
41245,-2.79,-1.42,-1.11,2.28,-0.63,-3.33
41261,-1.64,-0.06,-1.53,2.20,-0.71,-3.43
41275,-1.62,0.55,-1.54,2.11,-0.47,-3.49
41291,-1.61,2.74,-1.14,2.01,-0.32,-3.50
41305,-1.39,3.84,-1.25,1.67,-0.36,-3.50
41319,-0.95,4.77,-1.45,1.50,-0.55,-3.46
41333,0.81,5.70,-1.58,1.19,-0.78,-3.43
41347,1.04,5.46,-1.41,0.99,-0.75,-3.50
41363,0.29,3.75,-1.26,0.44,-0.51,-3.72
41377,-0.52,3.59,-1.50,0.23,-0.35,-3.78
41393,-2.23,3.48,-2.02,0.29,0.06,-3.37
41407,-3.22,3.89,-2.27,0.45,0.19,-2.93
41421,-3.58,4.83,-2.70,0.66,0.21,-2.45
41435,-3.43,5.56,-2.76,0.92,0.09,-1.70
41449,-3.49,5.83,-2.88,0.92,-0.03,-1.53
41465,-3.92,6.14,-2.82,0.65,-0.27,-1.40
41479,-4.40,5.95,-2.58,0.43,-0.36,-1.32
41495,-4.72,5.49,-2.61,0.02,-0.45,-0.96
41509,-4.74,5.06,-2.58,-0.11,-0.44,-0.69
41523,-4.76,4.96,-2.50,-0.20,-0.27,-0.02
41537,-4.81,4.97,-2.44,-0.20,-0.17,0.36
41553,-5.77,4.78,-2.29,-0.23,0.04,1.12
41567,-6.16,4.56,-2.12,-0.30,0.14,1.45
41581,-5.82,3.83,-1.78,-0.42,0.19,1.75
41596,-5.06,3.71,-1.80,-0.76,0.16,2.23
41611,-4.37,3.70,-1.90,-0.93,0.14,2.42
41625,-4.04,2.87,-1.44,-1.06,0.27,2.84
41639,-4.28,2.29,-1.08,-1.06,0.38,3.03
41655,-5.64,0.46,0.08,-0.94,0.55,3.30
41669,-6.04,-0.31,0.48,-0.84,0.66,3.39
41683,-6.82,-2.13,1.14,-0.54,0.95,3.53
41697,-6.58,-2.37,1.57,-0.34,1.11,3.58
41712,-5.99,-2.79,1.48,-0.13,1.21,3.62
41726,-3.10,-2.68,1.38,0.30,1.20,3.49
41741,-2.06,-2.38,1.24,0.51,1.11,3.30
41756,0.58,-1.34,1.09,0.66,0.88,2.91
41770,1.40,-1.21,1.15,0.59,0.75,2.70
41784,3.18,-0.65,1.13,0.45,0.48,2.22
41798,3.51,-0.61,1.02,0.36,0.43,1.97
41814,3.80,-0.51,0.99,0.25,0.43,1.74
41828,3.59,-0.51,0.75,-0.03,0.48,1.39
41844,3.21,-1.02,0.91,-0.36,0.36,1.19
41858,2.79,-1.69,1.08,-0.53,0.22,1.12
41872,2.67,-2.01,1.31,-0.67,0.06,1.03
41886,2.63,-2.19,1.20,-0.92,-0.29,0.87
