time,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
32916,-3.41,-5.18,1.74,1.35,-0.81,-2.07
32930,-3.41,-4.31,1.48,1.47,-1.13,-2.17
32944,-3.69,-2.90,0.96,1.60,-1.40,-2.32
32958,-4.41,-1.97,1.47,1.57,-1.43,-2.37
32974,-4.67,-1.19,0.74,1.21,-1.85,-2.45
32988,-4.38,-0.85,0.47,0.92,-2.18,-2.54
33004,-2.18,-0.27,-0.45,0.32,-2.52,-2.75
33019,-1.55,-0.11,-0.70,0.08,-2.47,-2.83
33033,-0.63,0.03,-1.10,-0.20,-2.21,-2.95
33047,-0.57,0.20,-1.30,-0.22,-2.08,-2.99
33063,-0.56,0.55,-1.50,-0.15,-1.87,-3.06
33077,-0.71,0.83,-1.58,-0.07,-1.77,-3.08
33091,-1.13,1.60,-1.72,0.05,-1.67,-3.12
33106,-1.28,1.99,-1.81,0.32,-1.47,-3.12
33120,-1.35,2.39,-1.90,0.45,-1.41,-3.07
33134,-0.94,3.16,-2.45,0.64,-1.38,-2.90
33148,-0.84,3.42,-2.68,0.69,-1.37,-2.81
33164,-0.53,3.81,-3.21,0.78,-1.33,-2.63
33178,-0.60,3.93,-3.41,0.82,-1.30,-2.55
33192,-0.99,4.31,-3.89,0.87,-1.27,-2.45
33207,-1.45,4.70,-3.99,0.96,-1.15,-2.18
33222,-1.79,4.90,-4.07,0.99,-1.09,-2.01
33236,-2.13,5.32,-4.22,1.02,-1.01,-1.62
33250,-2.11,5.46,-4.39,1.01,-0.97,-1.40
33266,-2.08,5.77,-4.62,0.89,-0.78,-0.94
33280,-2.02,5.94,-4.53,0.79,-0.65,-0.67
33294,-2.05,6.06,-4.49,0.65,-0.49,-0.38
33308,-2.23,6.00,-4.20,0.24,-0.14,0.24
33323,-2.48,5.87,-4.01,-0.02,0.06,0.56
33337,-3.06,5.26,-3.65,-0.57,0.48,1.23
33351,-3.48,4.67,-3.35,-0.78,0.71,1.58
33367,-3.19,4.11,-3.02,-1.09,1.01,2.26
33381,-2.74,3.59,-2.78,-1.20,1.11,2.58
33395,-2.22,3.22,-2.73,-1.31,1.28,3.06
33409,-2.28,3.00,-2.51,-1.35,1.39,3.21
33425,-3.54,2.13,-1.54,-1.34,1.60,3.36
33439,-4.02,1.69,-1.09,-1.29,1.69,3.40
33455,-5.69,0.15,-0.17,-1.09,1.90,3.45
33469,-6.01,-0.38,0.17,-0.92,2.00,3.48
33483,-6.13,-0.89,0.34,-0.74,2.10,3.52
33497,-5.67,-1.72,0.62,-0.36,2.16,3.59
33511,-5.17,-2.02,0.68,-0.19,2.11,3.58
33527,-3.42,-2.32,1.05,0.18,1.74,3.20
33541,-2.76,-2.29,1.25,0.18,1.74,3.20
33558,-0.88,-1.45,1.67,0.18,1.37,2.76
33572,-0.10,-1.16,1.54,0.05,1.08,2.55
33586,1.74,-0.90,0.83,-0.54,0.73,2.05
33600,2.07,-1.33,1.10,-1.16,0.85,1.51
33617,1.75,-2.17,1.53,-1.57,0.88,1.07
33631,1.10,-3.00,1.71,-1.60,0.89,0.98
33645,0.97,-4.04,2.22,-1.41,0.83,0.97
33659,1.11,-3.92,2.66,-1.06,0.51,1.09
33673,1.38,-3.98,2.60,-0.94,0.39,1.22
33687,2.14,-4.46,2.78,-0.59,0.43,1.36
33701,2.58,-4.56,2.70,-0.46,0.49,1.33
33717,2.53,-4.33,2.94,-0.21,0.63,1.28
33731,2.24,-4.15,2.83,-0.14,0.71,1.28
33745,1.62,-4.48,3.41,-0.11,0.79,1.26
33760,1.19,-4.71,3.43,-0.17,0.86,1.08
33775,0.08,-4.89,3.68,-0.24,0.90,0.99
33789,-0.98,-5.36,3.98,-0.37,0.89,0.92
33803,-2.06,-6.19,4.30,-0.43,0.79,0.92
33819,-2.84,-7.19,4.41,-0.50,0.53,0.85
33833,-2.91,-7.96,4.04,-0.51,0.41,0.75
33847,-2.55,-8.26,3.62,-0.47,0.12,0.44
33861,-2.53,-8.37,3.69,-0.40,-0.01,0.25
33876,-2.64,-8.58,4.27,-0.28,-0.09,0.03
33890,-2.37,-8.83,4.84,0.17,-0.21,-0.49
33904,-1.50,-8.74,4.42,0.48,-0.27,-0.75
33920,-0.92,-8.05,3.06,1.12,-0.25,-1.18
33934,-1.21,-7.57,2.51,1.38,-0.12,-1.36
33948,-3.28,-6.17,1.97,1.77,0.02,-1.68
33962,-3.84,-5.62,2.15,1.89,-0.17,-1.82
33978,-4.31,-4.20,1.45,1.95,-0.93,-2.03
33992,-4.17,-3.66,1.02,1.92,-1.25,-2.11
34008,-3.93,-2.61,0.99,1.75,-1.65,-2.22
34022,-4.07,-2.26,1.05,1.57,-1.90,-2.27
34037,-3.30,-1.40,0.09,1.34,-2.15,-2.33
34051,-2.66,-1.10,-0.26,0.87,-2.23,-2.46
34065,-1.98,-0.84,-0.65,0.63,-2.23,-2.53
34081,-0.15,-0.25,-1.65,0.20,-2.27,-2.72
34096,0.28,-0.01,-1.95,0.04,-2.23,-2.86
34111,0.85,0.40,-2.46,-0.08,-2.02,-3.19
34125,0.62,0.68,-2.67,-0.05,-1.89,-3.36
34139,-0.41,1.55,-3.11,0.09,-1.59,-3.60
34153,-1.54,2.35,-3.06,0.14,-1.47,-3.64
34169,-1.99,3.61,-3.27,0.10,-1.45,-3.49
34183,-1.23,4.11,-3.37,0.04,-1.47,-3.35
34202,-0.42,4.90,-3.49,-0.03,-1.34,-3.06
34217,0.14,5.30,-3.94,0.01,-1.22,-2.89
34232,-0.05,5.62,-4.14,0.09,-0.94,-2.50
34246,-0.30,6.10,-4.19,0.16,-0.81,-2.29
34262,-0.74,7.03,-4.53,0.29,-0.71,-1.79
34277,-0.87,7.10,-4.68,0.26,-0.67,-1.57
34291,-1.82,7.09,-4.49,0.11,-0.55,-1.23
34305,-2.34,6.96,-4.10,0.03,-0.47,-1.02
34321,-3.56,6.16,-3.43,-0.01,-0.27,-0.40
34335,-3.82,5.96,-3.32,0.03,-0.11,-0.02
34349,-4.31,5.63,-2.99,0.06,0.08,0.40
34363,-5.02,5.46,-2.68,0.04,0.43,1.27
34378,-5.42,5.36,-2.56,-0.05,0.60,1.67
34392,-6.57,4.83,-2.48,-0.42,0.93,2.37
34406,-6.61,4.50,-2.42,-0.69,1.02,2.68
34422,-5.94,3.68,-2.19,-1.29,0.99,3.26
34436,-4.45,2.83,-1.65,-1.55,0.90,3.49
34450,-2.60,1.87,-0.96,-1.85,0.78,3.71
34464,-1.64,1.00,-0.33,-1.88,0.84,3.72
34479,-1.37,0.37,0.21,-1.80,0.97,3.67
34493,-1.66,-0.75,1.08,-1.35,1.32,3.41
34507,-2.94,-1.33,1.43,-1.02,1.52,3.26
34523,-4.24,-1.90,1.56,-0.28,1.92,3.04
34537,-5.16,-2.02,0.89,0.04,2.01,2.99
34551,-5.35,-2.14,0.45,0.47,1.86,2.91
34565,-5.26,-2.20,0.44,0.52,1.60,2.87
34581,-4.78,-2.32,0.88,0.46,1.27,2.78
34595,-4.40,-2.66,1.10,0.16,0.61,2.53
34611,-2.10,-2.84,2.09,-0.22,0.12,2.22
34625,-0.93,-3.16,1.85,-0.40,0.00,2.09
34639,0.09,-3.44,2.19,-0.51,0.02,1.93
34653,2.48,-3.39,1.40,-0.69,-0.05,1.57
34667,3.06,-3.43,1.76,-0.77,-0.00,1.43
34683,3.81,-4.02,1.42,-0.80,0.22,1.18
34697,3.61,-4.23,1.54,-0.74,0.41,1.04
34713,2.19,-4.14,2.23,-0.52,0.76,0.81
34727,1.82,-4.01,2.42,-0.40,0.81,0.75
34741,1.95,-3.62,2.91,-0.31,0.75,0.74
34756,2.26,-3.61,2.86,-0.31,0.31,0.74
34772,3.09,-3.69,2.46,-0.41,0.01,0.69
34786,3.61,-3.74,2.18,-0.43,0.03,0.66
34800,3.43,-3.87,2.04,-0.45,0.09,0.65
34815,2.65,-4.11,2.12,-0.46,0.27,0.64
34829,2.11,-4.35,2.37,-0.47,0.37,0.61
34843,1.12,-4.77,2.81,-0.46,0.40,0.49
34857,0.54,-5.11,2.63,-0.45,0.34,0.45
34873,0.03,-5.73,2.60,-0.39,0.20,0.44
34887,-0.62,-6.66,2.51,-0.32,0.18,0.46
34901,-1.41,-7.58,2.46,-0.21,0.22,0.45
34916,-2.08,-7.91,2.50,0.05,0.30,0.29
34931,-2.43,-7.90,2.73,0.18,0.25,0.16
34945,-2.52,-7.79,2.98,0.36,0.01,-0.16
34959,-2.20,-7.85,2.99,0.46,-0.07,-0.38
34975,-1.77,-7.58,2.87,0.69,-0.08,-0.89
34989,-1.69,-7.04,2.29,0.82,-0.06,-1.13
35003,-2.32,-6.39,1.93,1.04,0.06,-1.48
35017,-2.71,-6.17,1.81,1.10,0.06,-1.64
35033,-3.48,-5.52,1.65,1.19,-0.16,-1.95
35047,-3.56,-5.21,1.65,1.24,-0.38,-2.09
35063,-3.34,-4.24,1.25,1.35,-0.83,-2.26
35077,-3.29,-3.82,0.94,1.41,-0.93,-2.31
35091,-3.42,-3.43,0.84,1.45,-0.94,-2.34
35105,-4.27,-2.52,0.91,1.43,-1.06,-2.42
35119,-4.33,-2.06,0.63,1.37,-1.23,-2.48
35135,-3.05,-0.81,-0.11,1.15,-1.50,-2.61
35149,-2.49,-0.38,-0.39,0.99,-1.61,-2.69
35165,-1.05,0.55,-0.96,0.65,-1.76,-2.89
35179,-0.83,0.97,-1.15,0.48,-1.76,-3.02
35193,-0.59,1.90,-1.25,0.28,-1.74,-3.14
35207,-0.63,2.13,-1.35,-0.12,-1.69,-3.36
35222,-0.90,2.51,-1.60,-0.28,-1.64,-3.46
35238,-1.24,2.78,-1.66,-0.47,-1.52,-3.63
35252,-1.82,3.33,-1.92,-0.50,-1.48,-3.64
35267,-1.99,3.48,-2.20,-0.44,-1.40,-3.50
35281,-2.13,3.72,-2.40,-0.37,-1.38,-3.39
35296,-2.34,4.29,-2.85,-0.17,-1.38,-3.18
35310,-2.21,4.64,-3.22,-0.06,-1.40,-3.04
35326,-2.24,5.12,-3.54,0.20,-1.39,-2.70
35340,-2.36,5.52,-3.68,0.33,-1.36,-2.50
35354,-2.96,5.99,-3.82,0.47,-1.31,-2.28
35368,-3.29,6.10,-3.86,0.70,-1.14,-1.78
35383,-3.51,6.39,-4.01,0.78,-1.03,-1.51
35397,-3.35,6.90,-4.21,0.84,-0.82,-0.88
35411,-2.81,7.24,-4.20,0.79,-0.72,-0.49
35427,-2.48,7.41,-3.90,0.48,-0.39,0.33
35441,-2.44,7.36,-3.80,0.21,-0.16,0.73
35455,-3.68,6.51,-3.32,-0.45,0.36,1.48
35469,-4.12,6.03,-3.17,-0.76,0.60,1.86
35484,-4.69,5.28,-3.02,-1.01,0.78,2.24
35498,-4.19,4.35,-2.42,-1.34,0.99,3.01
35512,-3.53,3.82,-2.37,-1.40,1.00,3.32
35528,-2.58,2.93,-1.86,-1.41,1.04,3.69
35542,-2.60,2.55,-1.47,-1.31,1.11,3.75
35556,-4.19,1.34,-0.16,-1.03,1.29,3.75
35570,-4.85,0.64,0.26,-0.84,1.41,3.74
35586,-6.50,-0.79,1.00,-0.48,1.65,3.72
35600,-6.45,-1.21,0.99,-0.27,1.75,3.75
35616,-5.24,-1.62,0.44,0.11,1.82,3.86
35630,-4.67,-1.79,0.35,0.27,1.76,3.86
35644,-4.21,-1.99,0.45,0.38,1.65,3.78
35658,-2.86,-2.27,1.19,0.43,1.31,3.42
35672,-2.20,-2.47,1.55,0.42,1.14,3.17
35688,-0.30,-2.25,2.79,0.44,0.86,2.66
35702,0.39,-2.30,1.56,0.42,0.73,2.43
35718,1.42,-2.12,1.70,0.13,0.71,2.02
35732,1.65,-2.15,1.28,-0.09,0.82,1.83
35746,1.04,-2.93,1.41,-0.35,0.90,1.66
35760,0.45,-3.23,2.01,-0.63,0.94,1.36
35775,0.60,-3.50,2.40,-0.67,0.85,1.24
35790,0.83,-3.66,2.45,-0.72,0.45,1.18
35804,1.49,-3.86,2.57,-0.68,0.29,1.17
35819,2.05,-3.94,2.60,-0.52,0.28,1.12
35833,2.33,-3.69,2.92,-0.43,0.36,1.09
35847,2.59,-3.60,2.83,-0.36,0.39,1.11
35861,2.71,-3.67,2.78,-0.38,0.33,1.13
35876,2.53,-3.93,2.86,-0.43,0.32,1.13
35891,2.11,-4.07,2.98,-0.53,0.40,1.03
35905,1.01,-4.38,3.27,-0.57,0.55,0.97
35920,-0.13,-4.92,3.29,-0.65,0.70,0.93
35934,-0.51,-5.26,3.30,-0.70,0.66,0.92
35948,-1.40,-6.38,3.07,-0.78,0.32,0.87
35962,-1.54,-6.95,2.84,-0.80,0.15,0.80
35978,-2.18,-8.67,2.47,-0.69,0.05,0.60
35992,-2.70,-9.07,2.94,-0.54,0.06,0.47
36006,-3.04,-9.35,4.06,-0.33,0.07,0.33
36021,-2.49,-9.31,4.04,0.21,-0.09,0.06
36035,-1.76,-9.24,3.57,0.48,-0.25,-0.08
36049,-0.59,-8.79,1.91,0.96,-0.30,-0.57
36063,-0.97,-8.47,1.57,1.20,-0.13,-0.88
36079,-3.22,-7.42,1.62,1.66,0.22,-1.40
36093,-3.60,-7.02,1.73,1.85,0.21,-1.56
36107,-3.28,-5.69,1.50,1.97,0.01,-1.70
36122,-3.00,-5.08,1.21,2.04,-0.72,-1.97
36138,-3.07,-3.72,1.26,2.01,-1.00,-2.13
36152,-3.37,-3.38,1.19,1.82,-1.14,-2.39
36167,-4.07,-2.62,1.19,1.63,-1.17,-2.50
36182,-3.84,-1.99,0.32,1.12,-1.42,-2.72
36197,-3.39,-1.56,0.01,0.55,-1.72,-2.90
36216,-1.53,-1.06,-0.67,0.07,-1.97,-3.15
36232,-0.71,-0.72,-1.13,-0.09,-1.95,-3.50
36246,-0.53,-0.44,-1.22,-0.03,-1.84,-3.65
36260,-0.80,0.47,-1.03,0.18,-1.68,-3.82
36274,-1.11,0.95,-1.17,0.27,-1.54,-3.84
36290,-2.18,2.14,-1.50,0.36,-1.34,-3.81
36304,-2.51,2.70,-1.77,0.33,-1.34,-3.77
36320,-2.57,3.60,-2.28,0.18,-1.46,-3.58
36334,-2.39,3.88,-2.44,0.10,-1.50,-3.46
36348,-2.24,4.11,-2.57,0.03,-1.52,-3.34
36362,-1.68,4.35,-3.05,0.02,-1.47,-3.08
36377,-1.66,4.58,-3.15,0.07,-1.40,-2.92
36393,-1.93,5.30,-3.19,0.18,-1.24,-2.55
36407,-2.26,5.57,-3.20,0.23,-1.14,-2.35
36422,-2.84,6.20,-3.21,0.27,-0.89,-1.92
36436,-2.96,6.37,-3.23,0.26,-0.79,-1.66
36450,-3.04,6.45,-3.38,0.17,-0.58,-1.07
36464,-3.04,6.46,-3.33,0.11,-0.42,-0.72
36479,-3.16,6.40,-2.98,0.06,-0.23,-0.34
36494,-3.21,6.07,-2.59,-0.09,0.12,0.48
36508,-3.20,5.93,-2.39,-0.18,0.33,0.90
36523,-3.31,5.58,-1.63,-0.37,0.75,1.68
36537,-3.45,5.10,-1.27,-0.44,0.93,2.05
36551,-2.83,4.35,-0.93,-0.53,1.13,2.69
36565,-2.04,3.88,-0.71,-0.54,1.16,2.93
36581,-1.11,3.33,-0.76,-0.48,1.19,3.28
36595,-0.86,3.02,-0.86,-0.41,1.26,3.37
36609,-1.83,2.38,-0.82,-0.34,1.37,3.42
36624,-2.63,2.11,-0.52,-0.20,1.58,3.44
36638,-4.62,1.64,-0.07,-0.16,1.63,3.45
36652,-5.99,0.68,0.23,-0.15,1.53,3.50
36666,-6.34,0.21,0.34,-0.19,1.37,3.53
36682,-5.65,-0.64,0.13,-0.32,0.96,3.57
36696,-5.02,-1.07,0.13,-0.41,0.80,3.55
36710,-3.78,-2.51,0.61,-0.51,0.69,3.47
36725,-3.29,-3.06,0.93,-0.55,0.60,3.19
36740,-2.77,-3.48,1.27,-0.48,0.59,3.03
36754,-0.58,-3.87,1.68,-0.20,0.56,2.73
36768,0.22,-3.96,1.80,-0.04,0.59,2.56
36784,1.84,-3.73,1.11,0.11,0.51,2.21
36798,2.19,-3.71,1.00,0.05,0.55,2.02
36812,2.63,-3.49,0.73,-0.07,0.73,1.59
36826,2.59,-3.54,1.01,-0.15,0.77,1.41
36842,2.16,-3.79,1.28,-0.23,0.74,1.26
36857,2.15,-3.98,1.56,-0.30,0.63,1.05
36873,2.37,-4.34,2.04,-0.30,0.45,0.91
36887,2.90,-4.33,2.17,-0.30,0.34,0.86
36901,3.14,-4.31,2.17,-0.30,0.26,0.81
