time,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
34323,-1.63,2.73,-2.51,-0.55,-1.54,-2.90
34337,-1.70,2.85,-2.51,-0.45,-1.50,-2.77
34351,-1.85,3.14,-2.79,-0.32,-1.46,-2.65
34366,-1.96,3.50,-3.05,-0.03,-1.29,-2.44
34381,-2.20,3.85,-3.19,0.10,-1.19,-2.32
34395,-2.87,4.59,-3.58,0.28,-1.10,-2.00
34409,-3.05,4.84,-3.73,0.33,-1.07,-1.81
34425,-3.20,5.37,-3.93,0.33,-0.99,-1.45
34439,-3.12,5.65,-4.02,0.28,-0.93,-1.26
34453,-3.20,5.94,-4.06,0.20,-0.85,-1.07
34467,-3.16,5.98,-3.70,-0.02,-0.64,-0.63
34482,-3.17,5.89,-3.49,-0.13,-0.51,-0.39
34496,-3.38,5.61,-3.08,-0.35,-0.15,0.14
34510,-3.79,5.25,-2.89,-0.44,0.06,0.42
34526,-4.06,4.86,-2.76,-0.56,0.45,1.06
34540,-4.18,4.58,-2.82,-0.59,0.59,1.41
34554,-3.67,4.29,-2.73,-0.63,0.73,2.02
34568,-3.20,4.17,-2.64,-0.64,0.75,2.24
34584,-2.15,3.86,-2.50,-0.67,0.76,2.40
34598,-1.99,3.68,-2.34,-0.75,0.84,2.56
34613,-2.82,3.10,-1.64,-0.78,0.92,2.59
34628,-3.27,2.84,-1.31,-0.79,1.08,2.59
34642,-3.75,2.52,-1.09,-0.77,1.17,2.59
34656,-5.30,1.69,-0.95,-0.69,1.34,2.65
34670,-5.70,1.38,-0.88,-0.65,1.39,2.72
34686,-6.08,0.60,-0.87,-0.56,1.36,2.90
34700,-5.78,0.29,-0.72,-0.53,1.28,2.98
34716,-4.40,-0.49,-0.09,-0.46,1.06,3.03
34730,-3.81,-0.77,0.18,-0.43,1.00,2.99
34744,-2.35,-1.34,1.21,-0.44,0.97,2.92
34758,-1.65,-1.60,1.33,-0.50,0.88,2.75
34772,-1.06,-1.11,1.23,-0.52,0.84,2.58
34788,0.26,-2.37,0.57,-0.93,0.81,2.47
34802,0.47,-2.83,1.09,-0.90,0.88,2.34
34818,0.35,-2.54,0.69,-0.91,0.79,1.80
34832,0.42,-2.78,1.07,-0.89,0.71,1.67
34846,0.56,-3.42,1.23,-0.70,0.72,1.52
34860,0.60,-3.45,1.46,-0.58,0.73,1.42
34876,0.78,-3.22,1.56,-0.39,0.62,1.24
34890,1.14,-3.18,1.83,-0.35,0.53,1.17
34904,1.58,-3.39,1.90,-0.33,0.44,1.13
34919,1.88,-3.37,1.83,-0.29,0.37,1.04
34934,1.93,-3.43,1.81,-0.26,0.40,1.00
34948,1.75,-3.74,2.12,-0.23,0.48,0.91
34962,1.35,-4.06,2.18,-0.23,0.48,0.83
34978,1.05,-4.48,2.53,-0.20,0.49,0.67
34992,0.62,-4.89,2.71,-0.16,0.46,0.60
35006,0.00,-5.49,2.92,-0.10,0.45,0.55
35020,-0.40,-5.80,3.02,0.09,0.48,0.43
35035,-1.25,-6.25,2.91,0.16,0.50,0.35
35049,-1.96,-6.42,2.85,0.24,0.48,0.16
35063,-2.49,-6.55,2.64,0.23,0.39,0.06
35079,-3.00,-6.76,2.79,0.22,0.17,-0.24
35093,-3.24,-6.79,3.13,0.27,0.05,-0.45
35107,-2.85,-6.45,2.87,0.52,-0.14,-0.88
35121,-2.37,-6.06,2.33,0.71,-0.21,-1.05
35137,-1.58,-5.09,1.60,1.06,-0.33,-1.28
35151,-1.64,-4.81,1.33,1.14,-0.43,-1.42
35167,-2.64,-4.13,1.21,1.23,-0.58,-1.79
35181,-3.17,-3.78,1.48,1.30,-0.64,-1.97
35195,-3.67,-3.28,1.35,1.36,-0.74,-2.09
35209,-4.68,-1.59,0.46,1.42,-0.93,-2.16
35223,-4.84,-0.87,0.46,1.48,-1.02,-2.15
35239,-4.05,-0.60,-0.65,0.67,-1.85,-2.24
35253,-3.65,-0.59,-0.91,0.67,-1.85,-2.24
35269,-2.59,-0.56,-1.07,0.11,-2.04,-2.67
35283,-2.34,-0.50,-1.23,0.11,-2.02,-2.68
35297,-1.98,-0.03,-1.66,0.20,-1.94,-2.67
35311,-1.52,0.60,-1.76,0.48,-1.72,-2.69
35326,-1.53,1.76,-2.14,0.55,-1.64,-2.73
35341,-1.76,2.78,-2.25,0.42,-1.47,-2.88
35356,-2.15,3.57,-2.37,0.22,-1.42,-2.96
35371,-2.22,3.75,-2.49,-0.24,-1.40,-3.08
35385,-2.02,3.72,-2.69,-0.41,-1.38,-3.11
35399,-1.99,3.88,-2.91,-0.53,-1.31,-2.97
35414,-1.87,3.85,-3.05,-0.50,-1.28,-2.82
35430,-1.94,4.04,-3.18,-0.28,-1.20,-2.51
35444,-1.76,4.23,-3.26,-0.13,-1.15,-2.38
35458,-1.83,4.68,-3.42,0.02,-1.09,-2.25
35473,-2.00,4.88,-3.46,0.30,-0.95,-1.94
35489,-2.75,5.25,-3.55,0.39,-0.87,-1.77
35503,-3.03,5.36,-3.57,0.51,-0.69,-1.35
35519,-3.15,5.68,-3.84,0.53,-0.54,-0.80
35533,-3.09,5.75,-3.93,0.50,-0.45,-0.51
35547,-3.03,5.84,-4.00,0.43,-0.33,-0.22
35561,-3.16,5.85,-3.92,0.19,-0.10,0.33
35575,-3.23,5.74,-3.81,0.02,0.02,0.58
35591,-3.93,5.14,-3.28,-0.24,0.31,1.07
35605,-4.27,4.93,-3.17,-0.33,0.47,1.34
35621,-4.61,4.16,-2.74,-0.44,0.72,1.89
35635,-4.28,3.88,-2.49,-0.46,0.80,2.13
35649,-3.02,3.64,-2.20,-0.46,0.85,2.33
35663,-2.64,3.61,-2.15,-0.51,1.01,2.60
35678,-2.48,3.41,-1.98,-0.56,1.10,2.69
35693,-3.22,3.27,-1.71,-0.73,1.18,2.76
35707,-3.63,2.98,-1.39,-0.82,1.21,2.76
35722,-5.26,1.91,-0.46,-0.90,1.25,2.73
35736,-5.70,1.38,-0.10,-0.87,1.27,2.74
35750,-6.24,0.30,0.48,-0.68,1.37,2.83
35764,-6.11,-0.33,0.78,-0.52,1.39,2.91
35780,-5.00,-0.83,0.96,-0.36,1.41,3.01
35794,-3.90,-0.94,0.94,-0.06,1.37,3.16
35808,-3.31,-1.08,1.08,0.05,1.32,3.16
35823,-2.12,-1.34,1.16,0.12,1.16,2.97
35837,-1.31,-1.33,2.22,0.08,1.01,2.82
35851,0.13,-1.98,1.12,0.04,0.63,2.40
35865,1.20,-1.74,1.30,-0.03,0.61,2.19
35881,1.73,-1.88,0.98,-0.02,0.77,1.91
35896,1.71,-2.06,1.18,-0.04,0.84,1.78
35910,1.09,-2.37,1.33,-0.04,0.82,1.63
35924,0.90,-2.46,1.38,-0.17,0.65,1.34
35938,0.74,-2.50,1.60,-0.23,0.53,1.24
35952,0.88,-2.78,1.53,-0.30,0.37,1.15
35966,1.00,-2.88,1.59,-0.32,0.33,1.12
35982,1.08,-2.94,1.82,-0.34,0.28,1.08
35996,1.06,-2.95,1.93,-0.37,0.29,1.06
36010,1.19,-3.18,2.23,-0.41,0.29,1.03
36025,1.29,-3.28,2.16,-0.55,0.28,0.94
36040,1.29,-3.41,2.12,-0.61,0.31,0.89
36054,0.83,-4.02,2.03,-0.68,0.41,0.81
36068,0.54,-4.34,2.06,-0.68,0.44,0.75
36084,-0.55,-5.17,2.12,-0.58,0.43,0.61
36098,-0.96,-5.44,2.21,-0.50,0.41,0.55
36112,-2.09,-6.24,2.40,-0.29,0.34,0.42
36126,-2.34,-6.49,2.39,-0.21,0.31,0.34
36142,-2.53,-6.83,2.29,-0.12,0.26,0.25
36156,-2.45,-6.83,2.24,0.03,0.16,0.02
36176,-2.26,-6.78,2.38,0.20,0.04,-0.29
36192,-1.69,-6.64,2.91,0.34,0.01,-0.49
36206,-1.32,-6.44,3.02,0.76,-0.02,-0.90
36221,-0.19,-5.32,2.32,0.98,-0.04,-1.09
36236,-0.08,-4.85,1.99,1.34,-0.01,-1.40
36250,-0.42,-4.16,1.26,1.43,0.01,-1.55
36264,-1.32,-3.53,0.69,1.48,-0.09,-1.85
36278,-1.89,-3.27,0.51,1.45,-0.23,-1.96
36294,-3.27,-2.75,0.17,1.45,-0.63,-2.06
36308,-3.68,-2.45,0.36,1.50,-0.83,-2.06
36324,-3.94,-1.71,-0.20,1.61,-1.36,-2.02
36338,-3.71,-1.49,-0.44,1.63,-1.55,-2.02
36352,-3.44,-1.23,-0.42,1.62,-1.64,-2.07
36366,-2.83,-0.50,-0.30,1.40,-1.62,-2.18
36380,-2.77,-0.30,-0.62,1.26,-1.43,-2.21
36396,-2.58,0.48,-1.21,0.86,-1.19,-2.22
36410,-2.41,0.88,-1.49,0.65,-1.26,-2.20
36426,-1.53,1.32,-1.87,0.19,-1.34,-2.25
36440,-1.42,1.45,-1.93,-0.01,-1.33,-2.36
36454,-1.36,1.28,-2.15,-0.28,-1.37,-2.67
36468,-1.52,1.35,-2.27,-0.30,-1.36,-2.79
36484,-1.85,1.69,-2.40,-0.10,-1.30,-2.83
36498,-1.79,2.05,-2.44,0.06,-1.29,-2.75
36512,-1.83,2.77,-2.75,0.23,-1.29,-2.64
36527,-1.73,3.37,-2.98,0.48,-1.24,-2.45
36541,-1.76,3.69,-3.10,0.52,-1.19,-2.39
36555,-1.82,4.14,-3.48,0.50,-1.20,-2.28
36569,-1.96,4.14,-3.65,0.45,-1.19,-2.21
36585,-2.53,3.83,-3.85,0.38,-1.12,-2.08
36599,-3.03,3.65,-3.88,0.34,-1.06,-2.00
36613,-3.35,4.11,-4.12,0.35,-0.99,-1.87
36628,-3.28,4.35,-4.22,0.46,-0.83,-1.41
36643,-3.02,4.71,-4.31,0.49,-0.73,-1.16
36657,-3.01,5.07,-4.26,0.43,-0.50,-0.82
36671,-3.14,5.12,-3.91,0.33,-0.38,-0.69
36687,-3.48,5.02,-3.64,0.11,-0.07,-0.38
36701,-3.67,4.99,-3.43,0.02,0.13,-0.11
36715,-4.05,4.96,-3.12,-0.18,0.49,0.60
36729,-4.05,4.89,-2.85,-0.31,0.66,0.97
36744,-3.63,4.74,-2.61,-0.46,0.80,1.30
36758,-2.59,4.34,-2.26,-0.72,0.95,1.76
36772,-2.00,4.12,-2.17,-0.84,0.99,1.90
36788,-1.20,3.80,-1.93,-0.92,1.10,2.12
36802,-1.32,3.63,-1.68,-0.91,1.17,2.22
36816,-2.95,3.19,-0.85,-0.78,1.38,2.37
36830,-3.60,2.92,-0.57,-0.68,1.50,2.43
36846,-5.78,2.23,-0.11,-0.52,1.65,2.57
36860,-6.25,1.95,-0.16,-0.43,1.67,2.69
36875,-6.89,1.29,-0.48,-0.34,1.68,2.84
36889,-6.65,0.97,-0.46,-0.25,1.54,3.14
36903,-6.22,0.63,-0.48,-0.27,1.36,3.25
36917,-4.52,-0.18,-0.21,-0.33,0.91,3.30
36931,-3.74,-0.51,-0.02,-0.36,0.77,3.24
36947,-1.64,-0.96,1.10,-0.42,0.65,3.01
36961,-0.79,-1.31,1.08,-0.44,0.57,2.89
36977,0.62,-1.40,1.17,-0.46,0.56,2.52
36991,1.04,-1.01,1.35,-0.53,0.65,2.38
37005,1.32,-1.49,0.68,-0.64,0.67,2.30
37019,1.12,-2.87,0.93,-0.70,0.94,1.89
37034,0.97,-3.09,1.01,-0.63,0.99,1.60
37050,0.72,-3.10,1.19,-0.27,0.86,1.28
37064,0.86,-3.03,1.26,-0.06,0.76,1.25
37079,1.39,-3.10,1.32,0.27,0.66,1.28
37094,1.58,-2.93,1.51,0.38,0.64,1.23
37108,1.45,-2.70,1.72,0.45,0.64,1.06
37122,1.23,-2.51,1.82,0.43,0.65,1.00
37138,1.08,-2.67,2.12,0.27,0.63,0.97
37152,1.01,-2.86,2.14,0.16,0.58,0.94
37166,0.53,-3.53,2.25,0.06,0.57,0.87
37181,0.19,-3.79,2.40,-0.12,0.61,0.68
37196,-0.71,-4.28,2.63,-0.16,0.63,0.61
37210,-1.73,-4.97,2.94,-0.20,0.63,0.54
37224,-2.07,-5.33,2.95,-0.22,0.58,0.52
37240,-2.41,-5.92,2.70,-0.29,0.41,0.38
37254,-2.43,-6.01,2.62,-0.32,0.30,0.26
37268,-2.71,-6.28,2.96,-0.36,0.14,-0.07
37282,-2.78,-6.32,3.43,-0.32,0.09,-0.27
37298,-1.64,-6.19,3.52,-0.21,0.02,-0.47
37312,-0.97,-6.00,3.26,0.15,-0.15,-0.83
37327,-0.10,-5.37,1.97,0.38,-0.21,-0.99
37342,-0.38,-5.08,1.80,0.81,-0.18,-1.27
37356,-0.94,-4.75,1.67,1.02,-0.13,-1.43
37370,-2.78,-4.02,1.47,1.38,-0.19,-1.69
37384,-3.18,-3.68,1.31,1.55,-0.32,-1.76
37400,-3.71,-2.82,0.66,1.87,-0.75,-1.79
37414,-4.02,-2.32,0.69,2.00,-0.94,-1.78
37430,-4.36,-1.26,0.25,2.22,-1.27,-1.75
37444,-3.91,-0.85,0.22,2.05,-1.48,-1.73
37458,-2.89,-0.49,-0.39,1.82,-1.69,-1.72
37472,-1.93,0.05,-0.78,1.37,-1.83,-1.90
37486,-1.61,0.25,-0.96,1.12,-1.80,-1.98
37502,-1.29,0.58,-1.48,0.63,-1.75,-2.05
37516,-1.04,0.80,-1.48,0.43,-1.73,-2.10
37532,-1.00,1.42,-1.81,0.08,-1.70,-2.29
37546,-1.11,1.83,-1.95,-0.08,-1.66,-2.39
37560,-1.38,2.25,-2.32,-0.36,-1.60,-2.54
37574,-1.45,2.38,-2.52,-0.48,-1.64,-2.58
37590,-1.13,2.69,-2.93,-0.63,-1.72,-2.59
37604,-1.04,2.79,-3.09,-0.64,-1.75,-2.54
37618,-0.79,2.93,-3.38,-0.61,-1.75,-2.47
37634,-0.84,3.08,-3.42,-0.46,-1.70,-2.32
37650,-1.02,3.46,-3.57,-0.34,-1.65,-2.24
37664,-1.21,3.64,-3.75,-0.06,-1.52,-2.08
37679,-1.99,4.28,-4.01,0.07,-1.44,-1.98
37693,-2.35,4.52,-4.09,0.25,-1.23,-1.74
37707,-2.68,4.73,-4.12,0.28,-1.15,-1.58
37721,-3.04,5.15,-4.36,0.23,-1.00,-1.21
37735,-3.13,5.25,-4.42,0.18,-0.89,-1.00
37751,-3.48,5.36,-4.24,0.02,-0.63,-0.55
37765,-3.66,5.33,-4.06,-0.09,-0.49,-0.31
37780,-3.97,5.19,-3.80,-0.21,-0.34,-0.04
37794,-4.37,5.00,-3.59,-0.42,0.05,0.50
37808,-4.48,4.88,-3.46,-0.60,0.42,1.13
37822,-4.26,4.24,-3.17,-0.68,0.58,1.47
37836,-3.86,3.96,-3.00,-0.75,0.84,2.07
37852,-2.48,3.40,-2.63,-0.71,1.05,2.50
37866,-2.13,3.15,-2.39,-0.67,1.16,2.66
37882,-2.04,2.67,-1.80,-0.51,1.45,2.85
37896,-2.89,2.17,-1.08,-0.40,1.62,2.89
37910,-3.35,1.77,-0.71,-0.26,1.79,2.90
37924,-5.16,0.78,0.18,0.01,2.11,2.91
37939,-5.58,0.37,0.44,0.16,2.25,2.95
37954,-5.91,-0.35,0.34,0.43,2.42,3.02
37968,-5.66,-0.50,-0.09,0.51,2.37,3.02
37984,-4.71,-0.78,-0.20,0.56,1.95,2.94
37998,-3.65,-0.84,-0.10,0.50,1.62,2.81
38012,-2.41,-1.15,-0.03,0.29,0.92,2.39
38026,-1.67,-1.15,0.27,0.17,0.73,2.13
38042,0.15,-0.33,1.23,-0.09,0.61,1.66
38056,0.58,0.09,1.43,-0.39,0.52,1.52
38070,1.70,-1.41,0.59,-0.67,0.51,1.38
38085,1.74,-1.84,0.80,-0.89,0.61,0.87
38099,1.60,-1.89,0.72,-0.95,0.58,0.64
38114,1.21,-1.62,1.08,-0.87,0.54,0.65
38128,1.22,-1.82,1.13,-0.77,0.48,0.80
38144,1.39,-2.53,1.39,-0.49,0.46,0.94
38158,1.48,-2.56,1.51,-0.32,0.50,0.89
38177,1.60,-2.39,2.21,-0.02,0.54,0.85
38193,1.78,-2.38,2.42,0.17,0.57,0.98
38207,2.02,-2.32,2.36,0.22,0.62,1.04
38221,1.96,-2.31,2.39,0.24,0.68,1.07
38236,1.79,-2.30,2.32,0.10,0.74,1.01
38251,1.18,-2.42,2.33,-0.04,0.74,0.93
38265,0.57,-3.00,2.44,-0.36,0.62,0.77
38279,-0.11,-3.70,2.38,-0.48,0.54,0.68
38295,-1.02,-4.58,2.60,-0.55,0.43,0.50
38309,-1.52,-4.99,2.74,-0.52,0.42,0.40
38323,-2.73,-5.97,2.84,-0.47,0.38,0.28
38337,-3.02,-6.17,2.74,-0.34,0.21,0.04
38353,-3.29,-5.94,2.74,-0.27,0.11,-0.10
38367,-3.19,-5.77,2.89,-0.11,-0.08,-0.39
38382,-2.40,-5.28,3.18,0.01,-0.17,-0.56
38397,-1.95,-5.09,3.13,0.33,-0.25,-0.97
38411,-1.49,-4.92,2.96,0.49,-0.28,-1.16
38425,-0.91,-4.35,2.02,0.80,-0.30,-1.45
38439,-1.09,-4.09,2.02,0.96,-0.30,-1.54
38455,-2.46,-3.17,1.12,1.21,-0.37,-1.64
38469,-3.08,-2.69,0.82,1.29,-0.38,-1.67
38485,-4.26,-1.92,-0.27,1.31,-0.67,-1.67
38499,-4.83,-1.07,0.77,1.41,-0.94,-1.67
38513,-4.61,-0.62,-0.75,1.28,-1.41,-1.64
38527,-3.61,-0.52,-0.49,0.87,-2.05,-1.67
38541,-2.95,-0.58,-0.83,0.60,-2.15,-1.76
38557,-1.89,-0.45,-1.09,0.34,-1.96,-2.01
38571,-1.82,-0.21,-1.18,0.29,-1.84,-2.08
38587,-1.68,0.12,-1.63,0.21,-1.70,-2.07
38601,-1.20,0.39,-1.86,0.20,-1.65,-2.10
38615,-0.89,1.05,-2.11,0.20,-1.57,-2.16
38629,-0.94,1.63,-2.18,0.15,-1.43,-2.35
38645,-1.42,2.35,-2.45,0.02,-1.35,-2.48
38659,-1.57,2.62,-2.56,-0.08,-1.33,-2.52
38673,-1.55,2.93,-2.82,-0.17,-1.37,-2.54
38688,-1.48,3.06,-2.97,-0.24,-1.43,-2.55
38702,-1.18,3.01,-2.97,-0.21,-1.43,-2.51
38716,-1.30,3.13,-3.20,-0.08,-1.38,-2.37
38730,-1.29,3.10,-3.46,0.02,-1.34,-2.29
38746,-1.62,3.47,-3.68,0.25,-1.25,-2.12
38760,-1.83,3.65,-3.84,0.37,-1.21,-2.01
38775,-2.43,4.19,-4.01,0.45,-1.15,-1.89
38789,-2.64,4.46,-4.05,0.55,-1.01,-1.62
38804,-2.81,4.78,-4.04,0.55,-0.94,-1.45
38818,-3.02,4.99,-4.25,0.47,-0.74,-1.09
38832,-3.12,5.07,-4.21,0.41,-0.62,-0.89
38848,-3.25,5.10,-3.96,0.24,-0.38,-0.40
38862,-3.23,4.97,-3.88,0.15,-0.22,-0.13
38876,-3.47,4.78,-3.46,-0.04,0.12,0.42
38890,-3.79,4.76,-3.37,-0.14,0.28,0.71
38905,-4.12,4.65,-3.29,-0.23,0.46,1.00
38919,-5.02,4.34,-3.08,-0.38,0.77,1.57
38933,-4.93,4.20,-3.05,-0.47,0.83,1.83
38949,-3.29,3.59,-2.77,-0.67,0.87,2.25
38963,-2.53,3.38,-2.64,-0.74,0.90,2.39
38977,-1.52,2.90,-2.13,-0.79,1.06,2.56
38991,-1.57,2.64,-1.80,-0.76,1.19,2.59
39007,-3.08,1.92,-0.91,-0.69,1.33,2.59
39021,-3.69,1.66,-0.70,-0.42,1.66,2.55
39036,-4.93,1.23,-0.44,-0.27,1.82,2.55
39050,-6.04,1.04,-0.48,-0.03,2.01,2.67
39064,-6.16,0.73,-0.47,0.04,2.02,2.77
39078,-5.52,0.11,-0.61,0.08,1.87,2.91
39092,-4.95,-0.13,-0.54,0.04,1.68,2.93
39108,-3.57,-0.71,-0.26,-0.11,1.26,2.87
39122,-2.31,-0.91,0.03,-0.21,1.11,2.78
39138,-1.01,-1.24,0.22,-0.41,0.90,2.50
39152,-0.20,-0.87,1.05,-0.52,0.82,2.30
39166,0.41,-0.96,0.54,-0.69,0.66,2.13
39180,1.34,-1.89,0.30,-0.92,0.69,1.76
39194,1.41,-2.31,0.85,-0.90,0.88,1.49
39210,1.05,-2.46,1.29,-0.86,0.97,1.07
39224,0.78,-2.86,1.54,-0.76,0.92,1.01
39240,1.02,-3.21,1.85,-0.46,0.82,1.03
39255,1.30,-3.24,1.95,-0.25,0.80,1.01
39269,1.92,-2.57,2.13,0.10,0.75,0.92
39283,1.97,-2.33,2.15,0.17,0.73,0.87
39299,1.92,-1.77,2.32,0.16,0.74,0.78
39313,1.82,-1.72,2.33,0.05,0.72,0.71
39327,1.20,-1.68,2.21,-0.11,0.68,0.63
39342,0.90,-1.96,2.39,-0.46,0.62,0.48
39357,0.57,-2.32,2.57,-0.59,0.58,0.43
39371,-0.51,-3.42,3.00,-0.66,0.47,0.40
39385,-0.87,-3.77,3.10,-0.59,0.45,0.41
39401,-2.12,-4.74,3.36,-0.33,0.46,0.50
39415,-2.40,-4.94,3.40,-0.20,0.44,0.53
39429,-2.33,-5.28,2.76,-0.09,0.31,0.51
39443,-2.09,-5.34,2.74,-0.10,0.19,0.43
39458,-1.89,-5.36,2.79,-0.15,0.05,0.28
39472,-1.47,-5.36,2.74,-0.25,-0.21,-0.12
39486,-1.43,-5.30,2.88,-0.20,-0.21,-0.35
39502,-1.37,-5.21,2.76,0.04,-0.13,-0.76
39516,-1.35,-5.16,2.57,0.22,-0.11,-0.94
39530,-1.67,-5.07,2.09,0.55,-0.22,-1.26
39544,-1.93,-4.87,1.91,0.71,-0.29,-1.37
39560,-2.58,-4.18,1.34,1.04,-0.40,-1.46
39574,-3.07,-3.49,0.89,1.18,-0.45,-1.46
39590,-3.45,-2.77,0.65,1.32,-0.72,-1.46
39604,-3.63,-2.70,-0.10,1.32,-0.96,-1.51
39618,-3.89,-1.98,0.43,1.38,-1.20,-1.59
39632,-3.71,-1.90,-0.41,1.22,-1.57,-1.71
39646,-3.18,-1.86,-0.23,1.17,-1.63,-1.77
39662,-2.59,-1.35,-0.55,1.03,-1.65,-1.91
39676,-1.87,-0.85,-1.10,1.04,-1.63,-1.97
39692,-1.44,-0.20,-1.47,1.02,-1.56,-2.07
39706,-1.27,0.15,-1.63,0.96,-1.55,-2.15
39720,-1.00,1.01,-1.71,0.88,-1.56,-2.26
39735,-1.09,1.36,-1.89,0.65,-1.53,-2.52
39751,-1.50,2.36,-2.30,0.38,-1.44,-2.71
39765,-1.56,2.72,-2.51,0.21,-1.48,-2.73
39779,-1.11,2.98,-2.97,0.02,-1.57,-2.72
39795,-1.02,2.97,-3.10,-0.31,-1.71,-2.72
39811,-1.03,2.81,-3.23,-0.45,-1.73,-2.74
39825,-1.11,2.85,-3.33,-0.43,-1.71,-2.71
39840,-1.32,3.05,-3.64,-0.34,-1.66,-2.65
39855,-1.41,3.41,-3.88,-0.02,-1.54,-2.44
39869,-1.70,3.76,-4.02,0.17,-1.46,-2.31
39883,-2.60,4.53,-4.08,0.48,-1.28,-2.02
39897,-2.92,4.78,-4.14,0.57,-1.22,-1.88
39914,-3.32,5.12,-4.13,0.59,-1.09,-1.52
39928,-3.39,4.98,-4.14,0.57,-0.97,-1.30
39944,-3.38,4.89,-4.12,0.46,-0.65,-0.80
39958,-3.18,4.85,-4.10,0.40,-0.48,-0.51
39972,-3.40,4.75,-4.19,0.33,-0.31,-0.17
39986,-3.72,4.78,-4.16,0.12,0.10,0.47
40002,-4.64,4.76,-3.89,-0.17,0.39,1.06
40016,-4.52,4.60,-3.67,-0.34,0.51,1.34
40030,-3.06,3.95,-3.19,-0.51,0.61,1.57
40045,-2.49,3.74,-3.07,-0.79,0.84,1.88
40059,-2.05,3.49,-3.00,-0.87,0.98,2.00
40073,-1.86,2.87,-2.83,-0.91,1.21,2.23
40087,-2.11,2.70,-2.66,-0.87,1.33,2.31
40103,-4.06,1.99,-1.76,-0.69,1.59,2.44
40117,-4.73,1.61,-1.38,-0.53,1.70,2.49
40131,-6.50,0.79,-0.89,-0.35,1.80,2.55
40146,-6.69,0.51,-0.82,0.04,1.99,2.73
40160,-6.65,0.24,-0.72,0.19,2.07,2.85
40179,-5.52,-0.23,-0.51,0.38,2.12,3.06
40195,-4.21,-0.66,-0.14,0.44,1.94,3.07
40209,-2.87,-0.74,0.14,0.43,1.84,2.99
40223,-1.33,-0.93,0.65,0.37,1.61,2.72
40237,-0.11,-0.66,0.58,0.31,1.45,2.54
40252,1.11,-0.69,1.06,0.21,1.21,2.37
40267,1.30,-0.09,2.07,-0.43,0.95,1.72
40281,1.39,-0.40,0.69,-0.43,0.95,1.72
40296,1.35,-2.78,1.42,-0.81,1.05,1.34
40310,0.91,-3.06,1.98,-0.72,1.09,1.01
40324,0.98,-2.49,1.64,-0.48,0.77,0.64
40338,1.29,-2.59,1.65,-0.02,0.67,0.93
40354,1.81,-2.67,2.08,0.34,0.71,0.99
