time,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
30912,-4.97,4.74,-4.11,0.84,-0.09,-0.13
30926,-5.04,5.45,-4.26,0.74,0.10,0.30
30940,-5.17,5.49,-4.17,0.53,0.12,0.41
30956,-5.44,4.90,-3.55,-0.01,0.14,0.69
30970,-5.41,4.69,-3.29,-0.27,0.22,0.90
30984,-4.94,4.41,-2.74,-0.73,0.46,1.48
30998,-4.43,4.35,-2.55,-0.94,0.58,1.78
31013,-2.93,4.24,-2.32,-1.15,0.66,2.03
31027,-2.02,4.04,-2.43,-1.56,0.72,2.33
31042,-1.93,3.79,-2.37,-1.69,0.77,2.42
31057,-3.57,2.75,-1.52,-1.76,0.92,2.65
31071,-4.25,2.20,-0.93,-1.68,0.97,2.80
31085,-5.77,0.28,0.10,-1.30,1.10,3.11
31099,-6.08,-0.23,0.44,-1.06,1.24,3.24
31115,-6.53,-1.10,0.44,-0.61,1.62,3.56
31129,-6.60,-1.87,0.42,-0.41,1.80,3.72
31145,-5.46,-2.21,0.62,-0.11,1.82,3.75
31159,-4.34,-1.90,0.53,-0.03,1.65,3.66
31173,-3.56,-2.01,0.69,-0.00,1.45,3.53
31187,-1.84,-2.41,0.86,0.02,1.11,3.13
31201,-0.24,-2.16,1.23,0.03,0.98,2.87
31217,1.14,-1.67,1.52,-0.02,0.85,2.38
31231,2.08,-1.00,1.68,-0.17,0.76,2.18
31247,2.94,-1.79,1.04,-0.53,0.73,1.73
31261,3.16,-2.14,1.26,-0.59,0.73,1.43
31275,2.69,-1.80,1.18,-0.71,0.64,1.18
31289,2.42,-1.96,1.27,-0.93,0.43,1.10
31304,2.25,-2.90,1.59,-0.97,0.35,1.15
31319,2.38,-3.00,1.51,-0.96,0.14,1.09
31333,2.56,-2.91,1.45,-0.90,0.05,1.03
31348,2.83,-2.95,1.78,-0.79,-0.04,1.00
31362,2.83,-3.18,1.81,-0.73,-0.01,1.00
31376,2.32,-3.65,1.91,-0.63,0.16,0.99
31390,1.93,-3.73,2.03,-0.62,0.26,1.02
31405,0.48,-4.25,2.13,-0.62,0.33,1.08
31420,0.06,-4.55,2.05,-0.69,0.38,1.18
31434,-0.28,-4.85,1.97,-0.73,0.37,1.19
31449,-1.55,-6.08,2.22,-0.79,0.29,1.12
31464,-2.04,-6.77,2.34,-0.81,0.24,1.07
31478,-2.82,-8.83,2.34,-0.75,0.24,0.91
31492,-2.98,-9.32,2.46,-0.67,0.23,0.80
31508,-3.20,-9.78,2.83,-0.45,0.14,0.56
31522,-3.16,-9.83,3.26,-0.33,0.13,0.42
31536,-2.44,-9.76,3.76,-0.20,0.14,0.21
31550,-1.09,-9.30,3.45,0.17,0.16,-0.40
31565,-0.56,-8.98,2.91,0.42,0.20,-0.72
31579,-1.07,-8.62,2.11,1.08,0.41,-1.26
31593,-1.85,-8.39,2.13,1.39,0.46,-1.49
31609,-3.28,-7.26,1.90,1.82,0.28,-1.90
31623,-3.98,-5.81,1.34,1.94,0.06,-2.03
31637,-4.26,-4.40,0.76,2.00,-0.22,-2.13
31651,-4.46,-3.61,0.44,1.93,-0.93,-2.33
31666,-4.53,-3.17,0.32,1.81,-1.27,-2.48
31680,-4.51,-2.37,0.03,1.47,-1.83,-2.76
31694,-3.87,-1.88,-0.12,1.28,-2.04,-2.86
31710,-2.92,-1.27,-0.62,0.90,-2.22,-3.02
31724,-1.86,-0.90,-1.02,0.74,-2.19,-3.14
31738,-1.22,-0.09,-1.46,0.52,-2.01,-3.35
31752,-1.00,0.28,-1.65,0.45,-1.89,-3.40
31768,-0.37,1.11,-1.97,0.40,-1.77,-3.43
31782,-0.38,1.51,-1.98,0.34,-1.46,-3.47
31798,-0.86,2.38,-2.21,0.28,-1.15,-3.48
31812,-1.28,2.63,-2.39,0.23,-1.03,-3.47
31826,-1.70,2.91,-2.52,0.19,-0.95,-3.46
31840,-2.16,3.41,-2.69,0.16,-0.91,-3.34
31854,-2.10,3.66,-2.81,0.18,-0.93,-3.24
31871,-1.73,4.35,-3.43,0.27,-0.94,-3.05
31885,-1.88,4.56,-3.56,0.36,-0.89,-2.95
31901,-2.47,5.17,-3.85,0.56,-0.86,-2.70
31915,-2.82,5.46,-3.93,0.66,-0.86,-2.54
31929,-3.58,6.04,-3.75,0.76,-0.84,-2.12
31943,-3.75,6.11,-3.66,0.76,-0.81,-1.89
31959,-3.85,6.11,-3.72,0.66,-0.66,-1.45
31973,-3.83,6.07,-3.84,0.57,-0.52,-1.19
31987,-4.30,6.04,-3.86,0.46,-0.38,-0.88
32003,-4.79,5.85,-3.56,0.17,-0.11,-0.10
32018,-5.00,5.72,-3.33,0.02,0.00,0.30
32032,-5.40,5.59,-2.95,-0.28,0.30,1.06
32046,-5.68,5.54,-2.61,-0.46,0.48,1.42
32062,-5.22,5.13,-2.38,-0.86,0.75,2.13
32076,-4.21,4.65,-2.26,-1.07,0.82,2.41
32090,-3.23,4.23,-2.09,-1.48,0.81,2.82
32104,-3.11,3.97,-2.01,-1.61,0.84,3.02
32121,-3.94,2.92,-1.20,-1.70,0.98,3.36
32135,-4.18,2.37,-0.65,-1.69,1.00,3.49
32151,-5.32,0.62,0.11,-1.45,1.04,3.60
32170,-6.16,-0.63,0.35,-1.22,1.16,3.62
32184,-6.82,-1.36,0.25,-0.70,1.43,3.75
32199,-6.53,-1.95,0.07,-0.44,1.50,3.85
32214,-6.37,-1.90,0.02,-0.00,1.48,3.91
32228,-6.14,-2.18,0.20,0.15,1.39,3.87
32242,-5.22,-3.01,0.88,0.32,1.07,3.64
32256,-3.44,-3.13,1.45,0.36,0.88,3.43
32272,-0.87,-2.96,2.06,0.32,0.63,2.96
32286,1.61,-2.46,2.29,0.21,0.56,2.76
32302,3.61,-2.47,1.82,-0.20,0.47,2.39
32316,4.62,-2.43,1.37,-0.43,0.50,2.17
32330,4.61,-2.62,1.13,-0.65,0.53,1.93
32344,4.22,-2.68,1.09,-0.86,0.60,1.44
32359,2.88,-3.03,1.83,-0.88,0.65,1.23
32374,2.69,-3.14,1.97,-0.90,0.53,0.84
32388,2.85,-3.24,1.99,-0.91,0.33,0.68
32404,3.20,-3.28,1.49,-0.84,-0.09,0.50
32418,3.32,-3.26,1.31,-0.77,-0.16,0.48
32432,2.56,-3.26,1.21,-0.65,-0.12,0.52
32446,1.95,-3.29,1.33,-0.63,-0.07,0.56
32462,-0.19,-3.43,1.83,-0.69,-0.10,0.60
32476,-0.73,-3.49,1.89,-0.77,-0.17,0.63
32490,-1.05,-3.91,1.51,-0.90,-0.27,0.65
32505,-0.98,-4.17,1.21,-1.25,-0.48,0.68
32520,-1.09,-4.53,0.91,-1.42,-0.53,0.69
32534,-2.06,-6.02,0.45,-1.66,-0.43,0.76
32548,-2.39,-6.68,0.52,-1.71,-0.34,0.80
32564,-2.59,-7.85,0.73,-1.68,-0.40,0.79
32578,-2.43,-8.10,1.08,-1.59,-0.45,0.73
32592,-0.50,-8.76,2.17,-1.28,-0.37,0.49
32606,0.38,-8.80,1.96,-1.08,-0.24,0.30
32621,1.04,-8.79,1.72,-0.81,-0.01,0.08
32635,0.54,-9.09,1.36,0.01,0.59,-0.35
32649,-0.33,-9.18,1.43,0.47,0.83,-0.55
32665,-2.56,-8.69,1.50,1.37,1.03,-1.02
32679,-2.92,-8.30,1.38,1.78,0.97,-1.24
32693,-3.58,-7.15,0.69,2.42,0.64,-1.63
32707,-4.41,-6.10,0.58,2.67,0.48,-1.77
32724,-5.07,-5.06,0.74,2.92,0.06,-1.94
32738,-4.67,-4.25,0.72,2.94,-0.23,-2.01
32754,-3.44,-3.16,0.41,2.84,-0.80,-2.14
32768,-2.71,-2.65,0.34,2.75,-0.99,-2.21
32782,-0.75,-1.57,-0.07,2.62,-1.10,-2.31
32796,-0.31,-1.19,-0.28,2.27,-1.11,-2.55
32810,0.44,-0.66,-0.56,2.07,-1.05,-2.68
32826,0.90,0.11,-0.99,1.65,-1.03,-2.92
32840,1.07,0.45,-1.20,1.47,-1.08,-3.02
32856,1.04,1.21,-1.60,1.19,-1.16,-3.22
32870,0.69,1.50,-1.71,1.08,-1.14,-3.31
32884,-0.61,1.85,-1.61,0.90,-1.07,-3.44
32898,-1.14,1.99,-1.93,0.83,-1.08,-3.48
32914,-2.20,2.67,-2.70,0.74,-1.13,-3.48
32928,-2.53,3.07,-2.89,0.72,-1.18,-3.42
32942,-3.11,4.03,-3.50,0.68,-1.28,-3.31
32957,-3.36,4.33,-3.72,0.53,-1.51,-3.03
32971,-3.67,4.58,-3.88,0.44,-1.59,-2.91
32985,-4.57,5.44,-4.08,0.25,-1.65,-2.68
32999,-4.86,5.69,-4.14,0.16,-1.64,-2.51
33015,-4.69,6.02,-4.18,-0.03,-1.52,-2.06
33029,-4.64,6.12,-4.22,-0.15,-1.42,-1.83
33043,-4.81,6.10,-4.31,-0.27,-1.28,-1.58
33058,-5.06,5.90,-4.00,-0.50,-0.91,-0.98
33073,-5.10,5.82,-3.92,-0.58,-0.75,-0.60
33087,-4.63,5.33,-3.55,-0.66,-0.40,0.27
33101,-4.41,5.27,-3.43,-0.66,-0.17,0.70
33117,-3.50,5.04,-2.99,-0.63,0.27,1.52
33131,-3.06,4.78,-2.76,-0.65,0.56,2.17
33145,-2.61,4.09,-2.52,-0.68,0.69,2.40
33159,-3.17,3.44,-2.00,-0.69,1.00,2.70
33175,-3.90,2.46,-1.24,-0.59,1.25,3.00
33189,-4.26,1.86,-0.82,-0.48,1.37,3.13
33205,-5.74,0.50,0.13,-0.34,1.49,3.23
33219,-6.14,0.11,0.18,-0.06,1.75,3.40
33233,-6.82,-0.57,-0.19,0.04,1.86,3.54
33247,-6.39,-1.73,-0.18,0.16,1.87,3.60
33262,-5.58,-1.44,-0.33,0.18,1.71,3.53
33278,-4.23,-1.73,-0.22,0.05,1.26,3.39
33292,-3.43,-2.07,-0.05,-0.07,1.07,3.25
33308,-1.04,-2.46,0.25,-0.25,0.80,2.77
33323,-0.20,-2.34,0.40,-0.31,0.72,2.51
33337,1.94,-1.23,0.58,-0.46,0.69,2.06
33351,2.54,-1.00,0.60,-0.57,0.70,1.85
33367,3.35,-0.86,0.54,-0.83,0.74,1.34
33382,3.35,-1.06,0.70,-0.98,0.73,1.08
33396,2.61,-1.52,1.18,-1.13,0.68,0.88
33410,2.43,-1.84,1.34,-1.32,0.57,0.76
33425,2.32,-2.20,1.58,-1.30,0.51,0.80
33439,2.54,-2.63,1.64,-1.08,0.42,0.84
33453,2.66,-2.66,1.82,-0.95,0.39,0.84
33469,2.64,-2.74,1.75,-0.71,0.33,0.82
33483,2.53,-2.71,1.81,-0.61,0.34,0.80
33497,2.12,-2.49,1.86,-0.54,0.29,0.81
33511,1.49,-2.34,1.71,-0.58,0.25,0.82
33527,0.59,-2.63,1.62,-0.67,0.21,0.82
33541,-0.37,-3.12,1.73,-0.93,0.15,0.76
33557,-1.06,-3.72,1.65,-1.20,-0.02,0.71
33571,-1.31,-4.03,1.65,-1.31,-0.14,0.72
33585,-1.64,-4.67,1.51,-1.38,-0.21,0.74
33599,-1.89,-5.49,1.42,-1.44,-0.18,0.75
33613,-2.14,-6.09,1.31,-1.46,-0.13,0.71
33629,-2.35,-6.62,1.78,-1.40,-0.09,0.59
33643,-2.23,-6.93,2.17,-1.32,-0.12,0.51
33659,-0.29,-7.44,3.23,-1.05,-0.13,0.21
33673,0.60,-7.45,3.20,-0.81,-0.02,0.02
33687,1.73,-7.59,2.78,-0.52,0.17,-0.18
33701,1.13,-7.80,2.58,0.15,0.65,-0.55
33716,-2.37,-8.23,2.62,0.51,0.85,-0.73
33731,-3.25,-8.01,2.49,1.20,0.87,-1.05
33745,-3.80,-7.47,2.23,1.47,0.65,-1.17
33761,-3.83,-5.25,1.39,1.78,-0.02,-1.35
33775,-3.59,-4.66,1.14,1.80,-0.37,-1.47
33789,-3.17,-3.72,0.56,1.66,-0.88,-1.88
33803,-3.09,-3.30,0.37,1.58,-1.04,-2.09
33819,-2.52,-2.40,-0.08,1.45,-1.30,-2.34
33833,-2.24,-2.08,-0.28,1.40,-1.39,-2.41
33847,-1.60,-1.38,-0.86,1.36,-1.44,-2.50
33863,-0.92,-0.89,-1.18,1.25,-1.38,-2.75
33879,-0.66,-0.02,-1.35,1.19,-1.32,-2.88
33893,-0.24,0.59,-1.53,1.06,-1.28,-3.05
33908,-0.06,1.34,-1.96,0.99,-1.23,-3.10
33922,-0.10,1.68,-2.07,0.83,-1.02,-3.20
33936,-0.26,2.15,-2.31,0.77,-0.92,-3.26
33950,-0.88,2.97,-2.48,0.66,-0.83,-3.28
33964,-0.93,3.86,-2.93,0.60,-0.83,-3.21
33981,-0.95,4.68,-3.35,0.49,-0.84,-3.01
33995,-1.11,5.18,-3.40,0.43,-0.85,-2.90
34011,-1.40,6.10,-3.36,0.39,-0.90,-2.64
34025,-1.53,6.11,-3.34,0.36,-0.89,-2.50
34039,-2.12,5.54,-3.32,0.34,-0.87,-2.37
34053,-2.50,5.29,-3.41,0.30,-0.75,-2.00
34068,-3.36,4.81,-3.34,0.35,-0.65,-1.68
34083,-3.47,4.77,-3.46,0.51,-0.41,-0.84
34097,-3.48,4.79,-3.53,0.60,-0.27,-0.40
34112,-3.63,5.15,-3.60,0.74,0.06,0.29
34126,-3.76,5.13,-3.49,0.75,0.19,0.55
34140,-4.38,4.55,-2.99,0.66,0.38,0.90
34154,-4.60,4.35,-2.87,0.59,0.51,1.04
34174,-5.42,4.00,-2.57,0.35,0.82,1.50
34188,-5.47,3.83,-2.47,0.18,0.94,1.80
34202,-5.11,3.29,-2.48,-0.26,1.03,2.34
34216,-5.01,3.02,-2.45,-0.50,1.06,2.52
34232,-5.07,2.26,-1.94,-0.93,1.07,2.74
34246,-5.18,1.30,-1.24,-1.09,1.03,2.81
34262,-4.79,0.12,-0.34,-1.13,0.95,2.82
34276,-4.52,-0.46,0.00,-1.02,1.01,2.78
34290,-4.28,-1.71,0.01,-0.82,1.12,2.77
34304,-4.06,-2.15,-0.09,-0.42,1.38,2.72
34318,-3.56,-1.72,-0.66,-0.22,1.45,2.59
34334,-2.57,-1.24,-0.70,0.01,1.30,2.36
34348,-1.36,-1.34,-0.67,0.02,1.08,2.25
34364,-0.08,-1.70,-0.35,0.01,0.66,1.87
34378,0.50,-1.73,-0.24,0.03,0.57,1.63
34392,2.09,-1.09,0.00,0.07,0.66,1.29
34406,2.55,-0.83,0.06,0.06,0.73,1.19
34422,3.35,-0.24,0.34,-0.13,0.75,1.03
34436,3.45,-0.26,0.51,-0.32,0.72,0.95
34450,3.10,-0.62,1.14,-0.52,0.70,0.86
34465,2.84,-0.86,1.31,-0.93,0.68,0.73
34480,2.62,-1.25,1.35,-1.07,0.69,0.71
34494,2.14,-1.59,1.87,-1.12,0.68,0.70
34508,2.14,-1.60,1.74,-1.15,0.60,0.68
34524,2.21,-1.59,1.89,-1.11,0.53,0.58
34538,2.14,-1.60,2.04,-1.10,0.48,0.52
34552,1.71,-1.52,2.04,-1.08,0.43,0.47
34566,1.42,-1.60,2.11,-1.06,0.38,0.46
34582,0.57,-1.96,2.40,-1.03,0.38,0.49
34596,-0.50,-2.59,2.66,-0.95,0.39,0.60
34611,-1.49,-3.28,2.83,-0.90,0.37,0.66
34626,-2.19,-3.65,2.76,-0.80,0.33,0.83
34641,-2.49,-3.87,2.73,-0.77,0.30,0.96
34655,-3.13,-4.53,2.63,-0.74,0.26,1.21
34669,-3.67,-5.40,2.48,-0.77,0.24,1.26
34685,-3.79,-6.38,2.73,-0.92,0.07,1.13
34699,-3.22,-6.91,3.09,-0.99,-0.10,1.00
34715,-1.81,-7.21,3.17,-1.09,-0.42,0.69
34729,-0.91,-7.31,3.32,-1.04,-0.44,0.51
34743,1.25,-7.50,3.31,-0.91,-0.39,0.31
34757,1.45,-7.72,2.97,-0.35,-0.09,-0.19
34772,-0.41,-8.55,2.25,0.04,0.14,-0.45
34787,-1.54,-8.67,2.09,0.94,0.54,-0.88
34801,-2.54,-8.56,1.91,1.37,0.58,-1.02
34816,-3.95,-6.67,0.79,2.04,0.24,-1.13
34830,-3.96,-5.71,0.37,2.24,-0.05,-1.16
34844,-3.64,-3.63,-0.14,2.29,-0.71,-1.37
34858,-3.50,-3.07,-0.25,2.14,-1.04,-1.58
34874,-2.74,-1.69,-0.43,1.67,-1.65,-2.07
34888,-2.42,-1.26,-0.60,1.40,-1.85,-2.28
34902,-1.09,-0.58,-0.82,1.12,-1.95,-2.45
34917,-0.70,-0.34,-0.89,0.58,-1.88,-2.75
34931,-0.43,-0.13,-1.02,0.33,-1.80,-2.91
34945,0.26,0.41,-1.59,-0.03,-1.62,-3.13
34959,0.33,0.73,-1.81,-0.14,-1.51,-3.16
34975,0.69,1.37,-2.11,-0.17,-1.25,-3.12
34989,0.66,1.59,-2.23,-0.10,-1.15,-3.08
35003,0.42,2.11,-2.80,0.01,-1.07,-3.05
35018,0.07,2.65,-2.93,0.34,-0.87,-3.04
35033,-0.19,3.08,-2.95,0.51,-0.78,-2.99
35047,-0.43,3.89,-3.02,0.82,-0.71,-2.77
35061,-0.45,4.16,-3.15,0.94,-0.71,-2.66
35077,-0.66,4.58,-3.35,1.12,-0.63,-2.52
35091,-0.98,4.63,-3.49,1.19,-0.56,-2.43
35105,-1.74,4.78,-3.85,1.27,-0.42,-2.16
35119,-2.43,4.97,-3.97,1.29,-0.37,-1.96
35135,-3.17,5.21,-4.12,1.31,-0.31,-1.72
35149,-3.44,5.31,-4.19,1.25,-0.24,-1.20
35163,-3.80,5.34,-4.14,1.17,-0.20,-0.95
35178,-4.20,5.30,-4.09,0.92,-0.04,-0.50
35192,-4.74,5.15,-3.90,0.77,0.07,-0.26
35206,-5.07,4.78,-3.45,0.44,0.27,0.31
35220,-5.39,4.51,-3.19,0.27,0.37,0.62
35236,-5.71,4.35,-2.93,-0.07,0.71,1.23
35250,-5.73,4.24,-2.83,-0.27,0.86,1.53
35265,-4.64,3.86,-2.51,-0.49,0.94,1.82
35279,-3.89,3.66,-2.25,-0.95,0.96,2.27
35293,-2.78,3.45,-1.95,-1.17,0.94,2.42
35307,-2.33,2.84,-1.51,-1.49,0.99,2.65
35321,-2.46,2.45,-1.10,-1.58,1.07,2.75
35337,-3.70,1.18,0.04,-1.55,1.24,2.90
35351,-4.15,0.79,0.33,-1.43,1.31,2.97
35366,-5.63,-1.69,0.75,-1.24,1.37,3.07
35380,-5.85,-2.05,0.84,-0.74,1.59,3.09
35394,-5.89,-2.15,0.80,-0.45,1.69,3.05
35408,-5.21,-2.22,0.30,-0.00,1.70,3.15
35422,-4.68,-2.50,0.29,0.13,1.57,3.18
35438,-2.51,-2.86,0.73,0.18,1.09,2.92
35452,-1.62,-2.84,0.89,0.13,0.80,2.66
35468,1.21,-1.60,1.38,-0.11,0.35,2.11
35482,2.14,-1.29,0.96,-0.31,0.21,1.89
35496,3.80,-0.49,0.95,-0.50,0.19,1.68
35510,3.88,-0.49,1.14,-0.88,0.38,1.14
35524,3.91,-0.86,0.91,-1.19,0.40,0.85
35541,3.42,-1.71,1.18,-1.57,0.33,0.31
35555,3.27,-2.06,1.04,-1.71,0.24,0.18
35570,3.12,-2.62,1.44,-1.61,0.14,0.21
35584,3.17,-2.69,1.57,-1.47,0.09,0.29
35598,3.39,-2.74,1.45,-1.12,0.07,0.43
35612,3.33,-2.67,1.59,-0.93,0.08,0.46
35628,2.98,-2.51,1.56,-0.58,0.11,0.51
35642,2.27,-2.25,1.56,-0.44,0.17,0.56
35656,1.19,-2.20,2.07,-0.35,0.24,0.62
35671,0.55,-2.33,2.25,-0.32,0.32,0.75
35685,-0.61,-2.80,2.49,-0.39,0.30,0.78
35699,-1.56,-3.44,2.25,-0.61,0.25,0.80
35713,-2.47,-3.86,2.15,-0.86,0.18,0.80
35729,-3.36,-4.62,1.75,-1.11,0.08,0.83
35743,-3.69,-5.13,1.57,-1.21,0.04,0.80
35757,-4.05,-6.23,1.43,-1.29,-0.07,0.71
35772,-3.79,-6.46,1.68,-1.24,-0.42,0.48
35787,-2.68,-6.97,2.58,-1.12,-0.58,0.35
35801,-0.74,-7.42,2.85,-0.63,-0.51,0.00
35815,0.18,-7.56,2.67,-0.22,-0.21,-0.21
35831,0.70,-7.77,2.01,0.83,0.52,-0.53
35845,-0.07,-7.88,1.93,1.38,0.77,-0.63
35859,-2.67,-7.53,1.34,2.36,0.91,-0.82
35873,-3.03,-6.94,1.08,2.74,0.77,-0.91
35888,-3.16,-6.14,0.85,2.99,0.52,-0.99
35903,-2.86,-3.71,0.29,3.13,-0.13,-1.16
35918,-2.55,-2.24,0.25,3.02,-0.41,-1.30
35933,-2.39,-1.78,0.17,2.55,-0.87,-1.64
35947,-2.17,-1.34,0.09,2.24,-1.07,-1.78
35962,-1.24,-0.67,-0.16,1.55,-1.40,-1.97
35976,-0.86,-0.46,-0.30,1.17,-1.48,-2.06
35992,0.39,-0.17,-0.63,0.51,-1.53,-2.29
36006,0.73,0.00,-0.68,0.25,-1.54,-2.41
36022,1.15,0.51,-0.95,-0.12,-1.54,-2.60
36036,1.43,0.84,-1.36,-0.23,-1.45,-2.66
36050,1.24,1.21,-1.60,-0.33,-1.26,-2.77
36064,1.00,1.42,-1.72,-0.33,-1.23,-2.84
36080,0.50,1.94,-2.04,-0.26,-1.23,-2.91
36094,0.26,2.22,-2.17,-0.19,-1.21,-2.90
36108,-0.01,2.51,-2.32,-0.11,-1.19,-2.86
36123,-0.50,3.01,-2.51,0.05,-1.16,-2.71
36137,-0.76,3.27,-2.67,0.13,-1.15,-2.60
36151,-1.21,3.61,-2.96,0.20,-1.15,-2.50
36165,-1.46,3.79,-3.08,0.30,-1.11,-2.28
36186,-2.41,4.23,-3.36,0.34,-1.07,-1.99
36200,-3.93,4.46,-3.51,0.33,-1.03,-1.81
36214,-4.33,4.47,-3.45,0.27,-0.92,-1.39
36229,-4.43,4.54,-3.38,0.19,-0.89,-1.17
36244,-4.45,4.63,-3.25,0.03,-0.68,-0.76
36258,-4.59,4.66,-3.05,-0.03,-0.45,-0.53
36274,-5.37,4.46,-2.46,-0.16,-0.04,0.04
36288,-5.75,4.40,-2.43,-0.25,0.14,0.34
36302,-6.96,4.10,-2.66,-0.44,0.55,1.01
36316,-7.03,3.92,-2.71,-0.56,0.67,1.34
36332,-6.37,3.49,-2.69,-0.84,0.62,1.90
36346,-5.22,3.16,-2.51,-0.99,0.55,2.11
36360,-4.17,2.58,-2.00,-1.10,0.51,2.26
36375,-3.87,1.87,-1.07,-1.15,0.62,2.48
36390,-3.72,1.43,-0.59,-1.08,0.74,2.54
36404,-3.59,0.64,0.32,-0.74,1.06,2.54
36418,-3.82,0.24,0.37,-0.51,1.24,2.53
36434,-3.75,-0.22,0.41,-0.08,1.67,2.48
36448,-3.72,0.39,0.10,0.12,1.78,2.41
36462,-3.22,0.76,0.14,0.33,1.69,2.34
36476,-2.85,0.80,0.09,0.31,1.50,2.29
36491,-1.99,0.93,0.02,0.23,1.26,2.20
